reference,family,genus,alive,dead,hooks_per_set,bait,hook,leader,source,sample_size,scientific_name,gear_class,estimate_type,estimate,max_size_cm,measure,median_depth,reproductive_mode,group,ac
,Pristiophoridae,Pristiophorus,,,,,,,This study,562,Pristiophorus cirratus,gillnet,at-vessel mortality,0.247,149,total_length,335,yolk-sac viviparity,Sharks,5.7533
,Squatinidae,Squatina,,,,,,,This study,56,Squatina australis,gillnet,at-vessel mortality,0.25,152,total_length,65,yolk-sac viviparity,Sharks,8.0911
,Heterodontidae,Heterodontus,,,,,,,This study,1452,Heterodontus portusjacksoni,gillnet,at-vessel mortality,0.08,165,total_length,87.5,oviparous,Sharks,10.685
,Parascyllidae,Parascyllium,,,,,,,This study,24,Parascyllium ferrugineum,gillnet,at-vessel mortality,0.125,81.5,total_length,77.5,oviparous,Sharks,5.6604
,Scyliorhinidae,Cephaloscyllium,,,,,,,This study,1977,Cephaloscyllium laticeps,gillnet,at-vessel mortality,0.05,150,total_length,30,oviparous,Sharks,6.1457
,Triakidae,Furgaleus,,,,,,,This study,223,Furgaleus macki,gillnet,at-vessel mortality,0.928,160,total_length,113.5,yolk-sac viviparity,Sharks,9.610529787234045
,Triakidae,Galeorhinus,,,,,,,This study,1361,Galeorhinus galeus,gillnet,at-vessel mortality,0.727,199,total_length,400,yolk-sac viviparity,Sharks,11.901
,Triakidae,Mustelus,,,,,,,This study,3726,Mustelus antarcticus,gillnet,at-vessel mortality,0.569,185.2,total_length,175.5,yolk-sac viviparity,Sharks,16.442
,Carcharhinidae,Carcharhinus,,,,,,,This study,152,Carcharhinus brachyurus,gillnet,at-vessel mortality,0.362,322,total_length,73,placental viviparity,Sharks,6.2708
,Sphyrnidae,Sphyrna,,,,,,,This study,122,Sphyrna zygaena,gillnet,at-vessel mortality,0.893,400,total_length,100,placental viviparity,Sharks,10.906
,Myliobatidae,Myliobatis,,,,,,,This study,133,Myliobatis tenuicaudatus,gillnet,at-vessel mortality,0.53,160,disk_width,211,histotrophy,Batoids,6.218
,Lamnidae,Carcharodon,,,,,,,This study,28,Carcharodon carcharias,gillnet,post-release mortality,0.071,594.4,total_length,600,oophagy,Sharks,7.7326
,Lamnidae,Carcharodon,,,,,,,This study,87,Carcharodon carcharias,gillnet,at-vessel mortality,0.44,594.4,total_length,600,oophagy,Sharks,7.7326
,Lamnidae,Isurus,,,,,,,This study,299,Isurus oxyrinchus,longline,at-vessel mortality,0.284,445,total_length,375,oophagy,Sharks,13.922
,Lamnidae,Lamna,,,,,,,This study,2370,Lamna nasus,longline,at-vessel mortality,0.392,365,total_length,904.5,oophagy,Sharks,6.2338
,Carcharhinidae,Prionace,,,,,,,This study,7838,Prionace glauca,longline,at-vessel mortality,0.135,383.5,total_length,500,placental viviparity,Sharks,8.6017
,Alopiidae,Alopias,,,,,,,This study,82,Alopias superciliosus,longline,at-vessel mortality,0.537,484,total_length,361.5,oophagy,Sharks,11.023
,Lamnidae,Isurus,,,,,,,This study,80,Isurus oxyrinchus,longline,at-vessel mortality,0.35,445,total_length,375,oophagy,Sharks,13.922
,Carcharhinidae,Carcharhinus,,,,,,,This study,1446,Carcharhinus falciformis,longline,at-vessel mortality,0.663,350,total_length,250,placental viviparity,Sharks,10.089
,Carcharhinidae,Carcharhinus,,,,,,,This study,131,Carcharhinus longimanus,longline,at-vessel mortality,0.275,350,total_length,541,placental viviparity,Sharks,9.5821
,Carcharhinidae,Carcharhinus,,,,,,,This study,679,Carcharhinus obscurus,longline,at-vessel mortality,0.487,420,total_length,250,placental viviparity,Sharks,7.0963
,Carcharhinidae,Carcharhinus,,,,,,,This study,112,Carcharhinus plumbeus,longline,at-vessel mortality,0.268,243,total_length,140,placental viviparity,Sharks,15.327
,Carcharhinidae,Carcharhinus,,,,,,,This study,572,Carcharhinus signatus,longline,at-vessel mortality,0.808,280,total_length,300,placental viviparity,Sharks,10.667
,Carcharhinidae,Galeocerdo,,,,,,,This study,263,Galeocerdo cuvier,longline,at-vessel mortality,0.03,740,total_length,556,placental viviparity,Sharks,12.342
,Carcharhinidae,Prionace,,,,,,,This study,434,Prionace glauca,longline,at-vessel mortality,0.122,383.5,total_length,500,placental viviparity,Sharks,8.6017
,Sphyrnidae,Sphyrna,,,,,,,This study,199,Sphyrna lewini,longline,at-vessel mortality,0.61,430,total_length,521.5,placental viviparity,Sharks,14.608
,Carcharhinidae,Carcharhinus,,,,,,,This study,1982,Carcharhinus limbatus,longline,at-vessel mortality,0.88,286,total_length,70,placental viviparity,Sharks,7.7253
,Carcharhinidae,Carcharhinus,,,,,,,This study,662,Carcharhinus obscurus,longline,at-vessel mortality,0.81,420,total_length,250,placental viviparity,Sharks,7.0963
,Carcharhinidae,Carcharhinus,,,,,,,This study,8583,Carcharhinus plumbeus,longline,at-vessel mortality,0.36,243,total_length,140,placental viviparity,Sharks,15.327
,Carcharhinidae,Galeocerdo,,,,,,,This study,2466,Galeocerdo cuvier,longline,at-vessel mortality,0.085,740,total_length,556,placental viviparity,Sharks,12.342
,Sphyrnidae,Sphyrna,,,,,,,This study,455,Sphyrna lewini,longline,at-vessel mortality,0.914,430,total_length,521.5,placental viviparity,Sharks,14.608
,Sphyrnidae,Sphyrna,,,,,,,This study,178,Sphyrna mokarran,longline,at-vessel mortality,0.938,610,total_length,150,placental viviparity,Sharks,7.3981
,Carcharhinidae,Carcharhinus,,,,,,,This study,65,Carcharhinus acronotus,longline,at-vessel mortality,0.77,164,total_length,51.5,placental viviparity,Sharks,8.3419
,Carcharhinidae,Carcharhinus,,,,,,,This study,165,Carcharhinus limbatus,longline,at-vessel mortality,0.85,286,total_length,70,placental viviparity,Sharks,7.7253
,Carcharhinidae,Carcharhinus,,,,,,,This study,353,Carcharhinus plumbeus,longline,at-vessel mortality,0.21,243,total_length,140,placental viviparity,Sharks,15.327
,Carcharhinidae,Rhizoprionodon,,,,,,,This study,118,Rhizoprionodon terraenovae,longline,at-vessel mortality,0.91,113,total_length,140,placental viviparity,Sharks,6.7403
,Hexanchidae,Heptranchias,,,,,,,This study,33,Heptranchias perlo,longline,at-vessel mortality,0.242,140,total_length,500,oophagy,Sharks,11.532
,Squalidae,Squalus,,,,,,,This study,49,Squalus cubensis,longline,at-vessel mortality,0.102,110,total_length,370.5,yolk-sac viviparity,Sharks,7.713349999999999
,Squalidae,Squalus,,,,,,,This study,2,Squalus sp,longline,at-vessel mortality,0,166.36,total_length,767.786,yolk-sac viviparity,Sharks,7.713349999999999
,Centrophoridae,Centrophorus,,,,,,,This study,35,Centrophorus granulosus,longline,at-vessel mortality,0,176,total_length,775,yolk-sac viviparity,Sharks,9.3579
,Ginglymostomatidae,Ginglymostoma,,,,,,,This study,163,Ginglymostoma cirratum,longline,at-vessel mortality,0.613,308,total_length,65,yolk-sac viviparity,Sharks,3.1785
,Triakidae,Mustelus,,,,,,,This study,1279,Mustelus canis,longline,at-vessel mortality,0.008,155,total_length,404,yolk-sac viviparity,Sharks,8.0434
,Triakidae,Mustelus,,,,,,,This study,72,Mustelus sp,longline,at-vessel mortality,0,167.24,total_length,246.1,yolk-sac viviparity,Sharks,9.831780555555556
,Carcharhinidae,Carcharhinus,,,,,,,This study,801,Carcharhinus acronotus,longline,at-vessel mortality,0.08,164,total_length,51.5,placental viviparity,Sharks,8.3419
,Carcharhinidae,Carcharhinus,,,,,,,This study,26,Carcharhinus brevipinna,longline,at-vessel mortality,0.038,304,total_length,100,placental viviparity,Sharks,10.685
,Carcharhinidae,Carcharhinus,,,,,,,This study,94,Carcharhinus falciformis,longline,at-vessel mortality,0.266,350,total_length,250,placental viviparity,Sharks,10.089
,Carcharhinidae,Carcharhinus,,,,,,,This study,43,Carcharhinus leucas,longline,at-vessel mortality,0.023,366,total_length,82.5,placental viviparity,Sharks,6.6321
,Carcharhinidae,Carcharhinus,,,,,,,This study,87,Carcharhinus limbatus,longline,at-vessel mortality,0.23,286,total_length,70,placental viviparity,Sharks,7.7253
,Carcharhinidae,Carcharhinus,,,,,,,This study,59,Carcharhinus plumbeus,longline,at-vessel mortality,0.034,243,total_length,140,placental viviparity,Sharks,15.327
,Carcharhinidae,Carcharhinus,,,,,,,This study,48,Carcharhinus porosus,longline,at-vessel mortality,0,150,total_length,42,placental viviparity,Sharks,3.888
,Carcharhinidae,Galeocerdo,,,,,,,This study,102,Galeocerdo cuvier,longline,at-vessel mortality,0.09,740,total_length,556,placental viviparity,Sharks,12.342
,Carcharhinidae,Negaprion,,,,,,,This study,157,Negaprion brevirostris,longline,at-vessel mortality,0.019,368,total_length,60,placental viviparity,Sharks,7.4039
,Carcharhinidae,Rhizoprionodon,,,,,,,This study,2090,Rhizoprionodon terraenovae,longline,at-vessel mortality,0.191,113,total_length,140,placental viviparity,Sharks,6.7403
,Sphyrnidae,Sphyrna,,,,,,,This study,73,Sphyrna lewini,longline,at-vessel mortality,0.193,430,total_length,521.5,placental viviparity,Sharks,14.608
,Ginglymostomatidae,Ginglymostoma,,,,,,,This study,33,Ginglymostoma cirratum,handline,post-release mortality,0.061,308,total_length,65,yolk-sac viviparity,Sharks,3.1785
,Triakidae,Mustelus,,,,,,,This study,35,Mustelus canis,handline,post-release mortality,0.125,155,total_length,404,yolk-sac viviparity,Sharks,8.0434
,Carcharhinidae,Carcharhinus,,,,,,,This study,32,Carcharhinus acronotus,handline,at-vessel mortality,0.031,164,total_length,51.5,placental viviparity,Sharks,8.3419
,Carcharhinidae,Carcharhinus,,,,,,,This study,71,Carcharhinus falciformis,handline,post-release mortality,0.014,350,total_length,250,placental viviparity,Sharks,10.089
,Carcharhinidae,Carcharhinus,,,,,,,This study,39,Carcharhinus limbatus,handline,post-release mortality,0.158,286,total_length,70,placental viviparity,Sharks,7.7253
,Carcharhinidae,Rhizoprionodon,,,,,,,This study,83,Rhizoprionodon terraenovae,handline,post-release mortality,0.076,113,total_length,140,placental viviparity,Sharks,6.7403
,Pseudocarchariidae,Pseudocarcharias,,,,,,,This study,139,Pseudocarcharias kamoharai,longline,at-vessel mortality,0.387,122,total_length,295,oophagy,Sharks,5.2458
,Alopiidae,Alopias,,,,,,,This study,1353,Alopias pelagicus,longline,at-vessel mortality,0.638,428,total_length,150,oophagy,Sharks,9.7281
,Alopiidae,Alopias,,,,,,,This study,1636,Alopias superciliosus,longline,at-vessel mortality,0.5,484,total_length,361.5,oophagy,Sharks,11.023
,Alopiidae,Alopias,,,,,,,This study,87,Alopias vulpinus,longline,at-vessel mortality,0.529,573.3,total_length,325,oophagy,Sharks,8.7014
,Lamnidae,Isurus,,,,,,,This study,171,Isurus oxyrinchus,longline,at-vessel mortality,0.503,445,total_length,375,oophagy,Sharks,13.922
,Carcharhinidae,Carcharhinus,,,,,,,This study,20,Carcharhinus albimarginatus,longline,at-vessel mortality,0.15,300,total_length,400,placental viviparity,Sharks,3.5185
,Carcharhinidae,Carcharhinus,,,,,,,This study,19,Carcharhinus brachyurus,longline,at-vessel mortality,0.056,322,total_length,73,placental viviparity,Sharks,6.2708
,Carcharhinidae,Carcharhinus,,,,,,,This study,3242,Carcharhinus falciformis,longline,at-vessel mortality,0.265,350,total_length,250,placental viviparity,Sharks,10.089
,Carcharhinidae,Carcharhinus,,,,,,,This study,917,Carcharhinus longimanus,longline,at-vessel mortality,0.306,350,total_length,541,placental viviparity,Sharks,9.5821
,Carcharhinidae,Prionace,,,,,,,This study,3452,Prionace glauca,longline,at-vessel mortality,0.196,383.5,total_length,500,placental viviparity,Sharks,8.6017
,Carcharhinidae,Carcharhinus,,,,,,,This study,4,Carcharhinus amblyrhynchos,longline,at-vessel mortality,0.5,265,total_length,137.5,placental viviparity,Sharks,6.8746
,Carcharhinidae,Carcharhinus,,,,,,,This study,8,Carcharhinus galapagensis,longline,at-vessel mortality,0.25,300,total_length,143,placental viviparity,Sharks,7.0985
,Carcharhinidae,Carcharhinus,,,,,,,This study,10,Carcharhinus limbatus,longline,at-vessel mortality,0.6,286,total_length,70,placental viviparity,Sharks,7.7253
,Carcharhinidae,Carcharhinus,,,,,,,This study,1,Carcharhinus plumbeus,longline,at-vessel mortality,0,243,total_length,140,placental viviparity,Sharks,15.327
,Sphyrnidae,Sphyrna,,,,,,,This study,5,Sphyrna lewini,longline,at-vessel mortality,0.75,430,total_length,521.5,placental viviparity,Sharks,14.608
,Sphyrnidae,Sphyrna,,,,,,,This study,3,Sphyrna mokarran,longline,at-vessel mortality,0.75,610,total_length,150,placental viviparity,Sharks,7.3981
,Carcharhinidae,Galeocerdo,,,,,,,This study,5,Galeocerdo cuvier,longline,at-vessel mortality,0.6,740,total_length,556,placental viviparity,Sharks,12.342
,Carcharhinidae,Prionace,,,,,,,This study,33,Prionace glauca,longline,post-release mortality,0.05000000000000004,383.5,total_length,500,placental viviparity,Sharks,8.6017
,Carcharhinidae,Prionace,,,,,,,This study,11,Prionace glauca,longline,post-release mortality,0,383.5,total_length,500,placental viviparity,Sharks,8.6017
,Carcharhinidae,Prionace,,,,,,,This study,17,Prionace glauca,longline,post-release mortality,0.12,383.5,total_length,500,placental viviparity,Sharks,8.6017
,Carcharhinidae,Carcharhinus,,,,,,,This study,37,Carcharhinus melanopterus,gillnet,at-vessel mortality,0.38,180,total_length,50,placental viviparity,Sharks,7.9127
,Carcharhinidae,Carcharhinus,,,,,,,This study,12,Carcharhinus cautus,gillnet,at-vessel mortality,0.66,150,total_length,10,placental viviparity,Sharks,9.39980275862069
,Carcharhinidae,Carcharhinus,,,,,,,This study,5,Carcharhinus brevipinna,gillnet,at-vessel mortality,0.8,304,total_length,100,placental viviparity,Sharks,10.685
,Carcharhinidae,Negaprion,,,,,,,This study,4,Negaprion acutidens,gillnet,at-vessel mortality,0,310,total_length,45,placental viviparity,Sharks,4.7028
,Hemigaleidae,Hemigaleus,,,,,,,This study,2,Hemigaleus australiensis,gillnet,at-vessel mortality,1,110,total_length,91,placental viviparity,Sharks,
,Lamnidae,Isurus,,,,,,,This study,149,Isurus oxyrinchus,longline,post-release mortality,0.26,445,total_length,375,oophagy,Sharks,13.922
,Alopiidae,Alopias,,,,,,,This study,43,Alopias vulpinus,longline,post-release mortality,0.047,573.3,total_length,325,oophagy,Sharks,8.7014
,Carcharhinidae,Prionace,,,,,,,This study,79,Prionace glauca,longline,post-release mortality,0.24,383.5,total_length,500,placental viviparity,Sharks,8.6017
,Triakidae,Mustelus,,,,,,,This study,30,Mustelus antarcticus,gillnet,post-release mortality,0.38,185.2,total_length,175.5,yolk-sac viviparity,Sharks,16.442
,Triakidae,Mustelus,,,,,,,This study,24,Mustelus antarcticus,longline,post-release mortality,0.08,185.2,total_length,175.5,yolk-sac viviparity,Sharks,16.442
,Triakidae,Mustelus,,,,,,,This study,41,Mustelus antarcticus,trawl,post-release mortality,0.26,185.2,total_length,175.5,yolk-sac viviparity,Sharks,16.442
,Triakidae,Mustelus,,,,,,,This study,24,Mustelus antarcticus,trawl,at-vessel mortality,0.07,185.2,total_length,175.5,yolk-sac viviparity,Sharks,16.442
,Triakidae,Mustelus,,,,,,,This study,93,Mustelus antarcticus,longline,post-release mortality,0.03,185.2,total_length,175.5,yolk-sac viviparity,Sharks,16.442
,Pseudocarchariidae,Pseudocarcharias,,,,,,,This study,1621,Pseudocarcharias kamoharai,longline,at-vessel mortality,0.133,122,total_length,295,oophagy,Sharks,5.2458
,Alopiidae,Alopias,,,,,,,This study,1061,Alopias superciliosus,longline,at-vessel mortality,0.561,484,total_length,361.5,oophagy,Sharks,11.023
,Alopiidae,Alopias,,,,,,,This study,3,Alopias vulpinus,longline,at-vessel mortality,0.667,573.3,total_length,325,oophagy,Sharks,8.7014
,Lamnidae,Isurus,,,,,,,This study,1414,Isurus oxyrinchus,longline,at-vessel mortality,0.356,445,total_length,375,oophagy,Sharks,13.922
,Lamnidae,Isurus,,,,,,,This study,168,Isurus paucus,longline,at-vessel mortality,0.307,427,total_length,876,oophagy,Sharks,10.319
,Lamnidae,Lamna,,,,,,,This study,10,Lamna nasus,longline,at-vessel mortality,0.3,365,total_length,904.5,oophagy,Sharks,6.2338
,Triakidae,Galeorhinus,,,,,,,This study,25,Galeorhinus galeus,longline,at-vessel mortality,0,199,total_length,400,yolk-sac viviparity,Sharks,11.901
,Carcharhinidae,Carcharhinus,,,,,,,This study,11,Carcharhinus altimus,longline,at-vessel mortality,0.6,300,total_length,405,placental viviparity,Sharks,17.283
,Carcharhinidae,Carcharhinus,,,,,,,This study,310,Carcharhinus falciformis,longline,at-vessel mortality,0.558,350,total_length,250,placental viviparity,Sharks,10.089
,Carcharhinidae,Carcharhinus,,,,,,,This study,281,Carcharhinus longimanus,longline,at-vessel mortality,0.342,350,total_length,541,placental viviparity,Sharks,9.5821
,Carcharhinidae,Galeocerdo,,,,,,,This study,36,Galeocerdo cuvier,longline,at-vessel mortality,0.029,740,total_length,556,placental viviparity,Sharks,12.342
,Carcharhinidae,Prionace,,,,,,,This study,30168,Prionace glauca,longline,at-vessel mortality,0.143,383.5,total_length,500,placental viviparity,Sharks,8.6017
,Sphyrnidae,Sphyrna,,,,,,,This study,21,Sphyrna lewini,longline,at-vessel mortality,0.571,430,total_length,521.5,placental viviparity,Sharks,14.608
,Sphyrnidae,Sphyrna,,,,,,,This study,3,Sphyrna mokarran,longline,at-vessel mortality,0,610,total_length,150,placental viviparity,Sharks,7.3981
,Sphyrnidae,Sphyrna,,,,,,,This study,372,Sphyrna zygaena,longline,at-vessel mortality,0.71,400,total_length,100,placental viviparity,Sharks,10.906
,Lamnidae,Isurus,,,,,,,This study,543,Isurus oxyrinchus,longline,at-vessel mortality,0.265,445,total_length,375,oophagy,Sharks,13.922
,Lamnidae,Lamna,,,,,,,This study,866,Lamna nasus,longline,at-vessel mortality,0.361,365,total_length,904.5,oophagy,Sharks,6.2338
,Carcharhinidae,Prionace,,,,,,,This study,21684,Prionace glauca,longline,at-vessel mortality,0.226,383.5,total_length,500,placental viviparity,Sharks,8.6017
,Lamnidae,Isurus,,,,,,,This study,543,Isurus oxyrinchus,longline,at-vessel mortality,0.213,445,total_length,375,oophagy,Sharks,13.922
,Lamnidae,Lamna,,,,,,,This study,866,Lamna nasus,longline,at-vessel mortality,0.295,365,total_length,904.5,oophagy,Sharks,6.2338
,Carcharhinidae,Prionace,,,,,,,This study,21684,Prionace glauca,longline,at-vessel mortality,0.188,383.5,total_length,500,placental viviparity,Sharks,8.6017
,Pseudocarchariidae,Pseudocarcharias,,,,,,,This study,190,Pseudocarcharias kamoharai,longline,at-vessel mortality,0.0474,122,total_length,295,oophagy,Sharks,5.2458
,Alopiidae,Alopias,,,,,,,This study,295,Alopias superciliosus,longline,at-vessel mortality,0.498,484,total_length,361.5,oophagy,Sharks,11.023
,Carcharhinidae,Carcharhinus,,,,,,,This study,44,Carcharhinus longimanus,longline,at-vessel mortality,0.227,350,total_length,541,placental viviparity,Sharks,9.5821
