scientific_name,msy_multiple_fishing,fishing_mort_bau,fishing_mort_rb,percent_mort_diff,mort_scenario,simulation_avm,simulation_prm,n_div_k,pred_avm_25,pred_avm_mean,pred_avm_75,pred_prm_25,pred_prm_mean,pred_prm_75
Squatina formosa,1,0.02535735882098622,0.009215287781828039,63.65832953311645,Low Mortality,0.012,0.04987567861020629,0.9693627190030014,0.012,0.33,0.39638068181818176,0.08661956521739131,0.04987567861020629,0.5
Squatina formosa,1,0.02535735882098622,0.009215287781828039,63.65832953311645,Median Mortality,0.33,0.04987567861020629,0.8183236663659689,0.012,0.33,0.39638068181818176,0.08661956521739131,0.04987567861020629,0.5
Squatina formosa,1,0.02535735882098622,0.009215287781828039,63.65832953311645,High Mortality,0.39638068181818176,0.5,0.6511861461635944,0.012,0.33,0.39638068181818176,0.08661956521739131,0.04987567861020629,0.5
Squatina guggenheim,1,0.0921425525,0.03378714529577593,63.33165906623226,Full Retention,1,1,0.5000000010282782,0.012,0.33,0.43373493975903615,0.157,0.0547513572204126,0.5
Squatina guggenheim,1,0.0921425525,0.03378714529577593,63.33165906623226,Low Mortality,0.012,0.0547513572204126,0.9669528295331165,0.012,0.33,0.43373493975903615,0.157,0.0547513572204126,0.5
Squatina guggenheim,1,0.0921425525,0.03378714529577593,63.33165906623226,Median Mortality,0.33,0.0547513572204126,0.816658295331163,0.012,0.33,0.43373493975903615,0.157,0.0547513572204126,0.5
Squatina guggenheim,1,0.0921425525,0.03378714529577593,63.33165906623226,High Mortality,0.43373493975903615,0.5,0.6415662650631309,0.012,0.33,0.43373493975903615,0.157,0.0547513572204126,0.5
Squatina japonica,1,0.01611384682437692,0.0032073838166881783,80.09548029315961,Full Retention,1,1,0.5099474542796775,0.012,0.157,0.39638068181818176,0.04025641025641025,0.04987567861020629,0.5
Squatina japonica,1,0.01611384682437692,0.0032073838166881783,80.09548029315961,Low Mortality,0.012,0.04025641025641025,0.974157457011932,0.012,0.157,0.39638068181818176,0.04025641025641025,0.04987567861020629,0.5
Squatina japonica,1,0.01611384682437692,0.0032073838166881783,80.09548029315961,Median Mortality,0.157,0.04987567861020629,0.9007320717189968,0.012,0.157,0.39638068181818176,0.04025641025641025,0.04987567861020629,0.5
Squatina japonica,1,0.01611384682437692,0.0032073838166881783,80.09548029315961,High Mortality,0.39638068181818176,0.5,0.6542351839552656,0.012,0.157,0.39638068181818176,0.04025641025641025,0.04987567861020629,0.5
Squatina nebulosa,1,0.06139265425928834,0.009686807099343752,84.22155351284849,Full Retention,1,1,0.500000798444686,0.012,0.11357333333333336,0.39638068181818176,0.04025641025641025,0.04987567861020629,0.429925
Squatina nebulosa,1,0.06139265425928834,0.009686807099343752,84.22155351284849,Low Mortality,0.012,0.04025641025641025,0.9741133333335792,0.012,0.11357333333333336,0.39638068181818176,0.04025641025641025,0.04987567861020629,0.429925
Squatina nebulosa,1,0.06139265425928834,0.009686807099343752,84.22155351284849,Median Mortality,0.11357333333333336,0.04987567861020629,0.9211077675672896,0.012,0.11357333333333336,0.39638068181818176,0.04025641025641025,0.04987567861020629,0.429925
Squatina nebulosa,1,0.06139265425928834,0.009686807099343752,84.22155351284849,High Mortality,0.39638068181818176,0.429925,0.6720541490690612,0.012,0.11357333333333336,0.39638068181818176,0.04025641025641025,0.04987567861020629,0.429925
Squatina occulta,1,0.048499307,0.017625458328662375,63.65832953311607,Full Retention,1,1,0.5000121852458868,0.012,0.33,0.39638068181818176,0.08661956521739131,0.04987567861020629,0.5
Squatina occulta,1,0.048499307,0.017625458328662375,63.65832953311607,Low Mortality,0.012,0.04987567861020629,0.9693614148531172,0.012,0.33,0.39638068181818176,0.08661956521739131,0.04987567861020629,0.5
Squatina occulta,1,0.048499307,0.017625458328662375,63.65832953311607,Median Mortality,0.33,0.04987567861020629,0.8182916580739017,0.012,0.33,0.39638068181818176,0.08661956521739131,0.04987567861020629,0.5
Squatina occulta,1,0.048499307,0.017625458328662375,63.65832953311607,High Mortality,0.39638068181818176,0.5,0.6509053392700318,0.012,0.33,0.39638068181818176,0.08661956521739131,0.04987567861020629,0.5
Squatina oculata,1,0.02972641596654518,0.010705968710351215,63.985000000000106,Full Retention,1,1,0.500604143295598,0.012,0.33,0.39638068181818176,0.08661956521739131,0.045,0.5
Squatina oculata,1,0.02972641596654518,0.010705968710351215,63.985000000000106,Low Mortality,0.012,0.045,0.9717701969379374,0.012,0.33,0.39638068181818176,0.08661956521739131,0.045,0.5
Squatina oculata,1,0.02972641596654518,0.010705968710351215,63.985000000000106,Median Mortality,0.33,0.045,0.8199320101070042,0.012,0.33,0.39638068181818176,0.08661956521739131,0.045,0.5
Squatina oculata,1,0.02972641596654518,0.010705968710351215,63.985000000000106,High Mortality,0.39638068181818176,0.5,0.6509915402120409,0.012,0.33,0.39638068181818176,0.08661956521739131,0.045,0.5
Squatina pseudocellata,1,0.06139265425928834,0.022311116101783882,63.658329533116174,Full Retention,1,1,0.500000798444686,0.012,0.33,0.39638068181818176,0.08661956521739131,0.04987567861020629,0.5
Squatina pseudocellata,1,0.06139265425928834,0.022311116101783882,63.658329533116174,Low Mortality,0.012,0.04987567861020629,0.9693614147668884,0.012,0.33,0.39638068181818176,0.08661956521739131,0.04987567861020629,0.5
Squatina pseudocellata,1,0.06139265425928834,0.022311116101783882,63.658329533116174,Median Mortality,0.33,0.04987567861020629,0.8182916477681943,0.012,0.33,0.39638068181818176,0.08661956521739131,0.04987567861020629,0.5
Squatina pseudocellata,1,0.06139265425928834,0.022311116101783882,63.658329533116174,High Mortality,0.39638068181818176,0.5,0.6509048433881053,0.012,0.33,0.39638068181818176,0.08661956521739131,0.04987567861020629,0.5
Squatina squatina,1,0.01993071611467488,0.004066370272193609,79.59747031267199,Full Retention,1,1,0.5045277610108826,0.012,0.15792028985507248,0.39638068181818176,0.04025641025641025,0.0547513572204126,0.5
Squatina squatina,1,0.01993071611467488,0.004066370272193609,79.59747031267199,Low Mortality,0.012,0.04025641025641025,0.9741228505773362,0.012,0.15792028985507248,0.39638068181818176,0.04025641025641025,0.0547513572204126,0.5
Squatina squatina,1,0.01993071611467488,0.004066370272193609,79.59747031267199,Median Mortality,0.15792028985507248,0.0547513572204126,0.8980519052288084,0.012,0.15792028985507248,0.39638068181818176,0.04025641025641025,0.0547513572204126,0.5
Squatina squatina,1,0.01993071611467488,0.004066370272193609,79.59747031267199,High Mortality,0.39638068181818176,0.5,0.6521079922825628,0.012,0.15792028985507248,0.39638068181818176,0.04025641025641025,0.0547513572204126,0.5
Squatina tergocellata,1,0.02244601762971343,0.00823058227051689,63.33165906623245,Full Retention,1,1,0.5027001852309053,0.012,0.33,0.39638068181818176,0.04025641025641025,0.0547513572204126,0.5
Squatina tergocellata,1,0.02244601762971343,0.00823058227051689,63.33165906623245,Low Mortality,0.012,0.04025641025641025,0.9741167744407788,0.012,0.33,0.39638068181818176,0.04025641025641025,0.0547513572204126,0.5
Squatina tergocellata,1,0.02244601762971343,0.00823058227051689,63.33165906623245,Median Mortality,0.33,0.0547513572204126,0.8167461984699615,0.012,0.33,0.39638068181818176,0.04025641025641025,0.0547513572204126,0.5
Squatina tergocellata,1,0.02244601762971343,0.00823058227051689,63.33165906623245,High Mortality,0.39638068181818176,0.5,0.6515189482312806,0.012,0.33,0.39638068181818176,0.04025641025641025,0.0547513572204126,0.5
Squatina tergocellatoides,1,0.03693973158140724,0.013424515522666382,63.65832953311631,Full Retention,1,1,0.5001359729837298,0.012,0.33,0.39638068181818176,0.08661956521739131,0.04987567861020629,0.5
Squatina tergocellatoides,1,0.03693973158140724,0.013424515522666382,63.65832953311631,Low Mortality,0.012,0.04987567861020629,0.9693614259744074,0.012,0.33,0.39638068181818176,0.08661956521739131,0.04987567861020629,0.5
Squatina tergocellatoides,1,0.03693973158140724,0.013424515522666382,63.65832953311631,Median Mortality,0.33,0.04987567861020629,0.8182922464404817,0.012,0.33,0.39638068181818176,0.08661956521739131,0.04987567861020629,0.5
Squatina tergocellatoides,1,0.03693973158140724,0.013424515522666382,63.65832953311631,High Mortality,0.39638068181818176,0.5,0.650917067398099,0.012,0.33,0.39638068181818176,0.08661956521739131,0.04987567861020629,0.5
Sutorectus tentaculatus,1,0.04449050867935572,0.020268913647064294,54.44216249999996,Full Retention,1,1,0.5000282202735985,0,0.429925,0.3950170439146814,0.157,0.045,0.5
Sutorectus tentaculatus,1,0.04449050867935572,0.020268913647064294,54.44216249999996,Low Mortality,0,0.157,0.921500002899058,0,0.429925,0.3950170439146814,0.157,0.045,0.5
