scientific_name,estimate,family,habitat,max_size_cm,ventilation_method,reproductive_mode,median_depth,ac,order,source,genus,species
Sphyrna mokarran,0.938,Sphyrnidae,pelagic,610,ram,matrotrophic viviparity,150,7.3981,Carcharhiniformes,this study,Sphyrna,mokarran
Carcharhinus acronotus,0.77,Carcharhinidae,pelagic,164,ram,matrotrophic viviparity,51.5,8.3419,Carcharhiniformes,this study,Carcharhinus,acronotus
Carcharhinus limbatus,0.85,Carcharhinidae,pelagic,286,ram,matrotrophic viviparity,70,7.7253,Carcharhiniformes,this study,Carcharhinus,limbatus
Carcharhinus plumbeus,0.21,Carcharhinidae,pelagic,243,ram,matrotrophic viviparity,140,15.327,Carcharhiniformes,this study,Carcharhinus,plumbeus
Heptranchias perlo,0.242,Lamnidae,demersal,140,ram,matrotrophic viviparity,500,11.532,,this study,Heptranchias,perlo
Squalus cubensis,0.102,Squalidae,demersal,110,stationary,lecithotrophic viviparity,370.5,7.737926667,Squaliformes,this study,Squalus,cubensis
Squalus sp,0,Squalidae,,,stationary,lecithotrophic viviparity,,7.737926667,,this study,Squalus,sp
Centrophorus granulosus,0,Centrophoridae,demersal,176,stationary,lecithotrophic viviparity,775,9.3579,,this study,Centrophorus,granulosus
Ginglymostoma cirratum,0.613,Ginglymostomatidae,pelagic,308,stationary,lecithotrophic viviparity,65,3.1785,Orectolobiformes,this study,Ginglymostoma,cirratum
Mustelus canis,0.008,Triakidae,demersal,155,ram,lecithotrophic viviparity,404,8.0434,,this study,Mustelus,canis
Mustelus sp,0,Triakidae,,,ram,lecithotrophic viviparity,,9.853114,,this study,Mustelus,sp
Carcharhinus acronotus,0.08,Carcharhinidae,pelagic,164,ram,matrotrophic viviparity,51.5,8.3419,Carcharhiniformes,this study,Carcharhinus,acronotus
Carcharhinus brevipinna,0.038,Carcharhinidae,pelagic,304,ram,matrotrophic viviparity,100,10.685,Carcharhiniformes,this study,Carcharhinus,brevipinna
Carcharhinus falciformis,0.266,Carcharhinidae,pelagic,350,ram,matrotrophic viviparity,250,10.089,Carcharhiniformes,this study,Carcharhinus,falciformis
Carcharhinus leucas,0.023,Carcharhinidae,pelagic,366,ram,matrotrophic viviparity,82.5,6.6321,Carcharhiniformes,this study,Carcharhinus,leucas
Carcharhinus limbatus,0.23,Carcharhinidae,pelagic,286,ram,matrotrophic viviparity,70,7.7253,Carcharhiniformes,this study,Carcharhinus,limbatus
Carcharhinus plumbeus,0.034,Carcharhinidae,pelagic,243,ram,matrotrophic viviparity,140,15.327,Carcharhiniformes,this study,Carcharhinus,plumbeus
Carcharhinus porosus,0,Carcharhinidae,demersal,150,ram,matrotrophic viviparity,42,3.888,,this study,Carcharhinus,porosus
Galeocerdo cuvier,0.09,Carcharhinidae,pelagic,740,ram,matrotrophic viviparity,556,12.342,,this study,Galeocerdo,cuvier
Negaprion brevirostris,0.019,Carcharhinidae,pelagic,368,ram,matrotrophic viviparity,60,7.4039,Carcharhiniformes,this study,Negaprion,brevirostris
Sphyrna lewini,0.193,Sphyrnidae,pelagic,430,ram,matrotrophic viviparity,521.5,14.608,Carcharhiniformes,this study,Sphyrna,lewini
Ginglymostoma cirratum,0.061,Ginglymostomatidae,pelagic,308,stationary,lecithotrophic viviparity,65,3.1785,Orectolobiformes,this study,Ginglymostoma,cirratum
Mustelus canis,0.125,Triakidae,demersal,155,ram,lecithotrophic viviparity,404,8.0434,,this study,Mustelus,canis
Carcharhinus acronotus,0.031,Carcharhinidae,pelagic,164,ram,matrotrophic viviparity,51.5,8.3419,Carcharhiniformes,this study,Carcharhinus,acronotus
Carcharhinus falciformis,0.014,Carcharhinidae,pelagic,350,ram,matrotrophic viviparity,250,10.089,Carcharhiniformes,this study,Carcharhinus,falciformis
Carcharhinus limbatus,0.158,Carcharhinidae,pelagic,286,ram,matrotrophic viviparity,70,7.7253,Carcharhiniformes,this study,Carcharhinus,limbatus
Pseudocarcharias kamoharai,0.387,Pseudocarchariidae,pelagic,122,ram,matrotrophic viviparity,295,5.2458,Lamniformes,this study,Pseudocarcharias,kamoharai
Alopias pelagicus,0.638,Alopiidae,pelagic,428,ram,matrotrophic viviparity,150,9.7281,Lamniformes,this study,Alopias,pelagicus
Alopias superciliosus,0.5,Alopiidae,pelagic,484,ram,matrotrophic viviparity,361.5,11.023,Lamniformes,this study,Alopias,superciliosus
Alopias vulpinus,0.529,Alopiidae,pelagic,573.3,ram,matrotrophic viviparity,325,8.7014,Lamniformes,this study,Alopias,vulpinus
Isurus oxyrinchus,0.503,Lamnidae,pelagic,445,ram,matrotrophic viviparity,375,13.922,Lamniformes,this study,Isurus,oxyrinchus
Carcharhinus albimarginatus,0.15,Carcharhinidae,pelagic,300,ram,matrotrophic viviparity,400,3.5185,Carcharhiniformes,this study,Carcharhinus,albimarginatus
Carcharhinus brachyurus,0.056,Carcharhinidae,pelagic,322,ram,matrotrophic viviparity,73,6.2708,Carcharhiniformes,this study,Carcharhinus,brachyurus
Carcharhinus falciformis,0.265,Carcharhinidae,pelagic,350,ram,matrotrophic viviparity,250,10.089,Carcharhiniformes,this study,Carcharhinus,falciformis
Carcharhinus longimanus,0.306,Carcharhinidae,pelagic,350,ram,matrotrophic viviparity,541,9.5821,Carcharhiniformes,this study,Carcharhinus,longimanus
Prionace glauca,0.196,Carcharhinidae,pelagic,383.5,ram,matrotrophic viviparity,500,8.6017,Carcharhiniformes,this study,Prionace,glauca
Carcharhinus amblyrhynchos,0.5,Carcharhinidae,pelagic,265,ram,matrotrophic viviparity,137.5,6.8746,Carcharhiniformes,this study,Carcharhinus,amblyrhynchos
Carcharhinus galapagensis,0.25,Carcharhinidae,pelagic,300,ram,matrotrophic viviparity,143,7.0985,Carcharhiniformes,this study,Carcharhinus,galapagensis
Carcharhinus limbatus,0.6,Carcharhinidae,pelagic,286,ram,matrotrophic viviparity,70,7.7253,Carcharhiniformes,this study,Carcharhinus,limbatus
Carcharhinus plumbeus,0,Carcharhinidae,pelagic,243,ram,matrotrophic viviparity,140,15.327,Carcharhiniformes,this study,Carcharhinus,plumbeus
Sphyrna lewini,0.75,Sphyrnidae,pelagic,430,ram,matrotrophic viviparity,521.5,14.608,Carcharhiniformes,this study,Sphyrna,lewini
Sphyrna mokarran,0.75,Sphyrnidae,pelagic,610,ram,matrotrophic viviparity,150,7.3981,Carcharhiniformes,this study,Sphyrna,mokarran
Galeocerdo cuvier,0.6,Carcharhinidae,pelagic,740,ram,matrotrophic viviparity,556,12.342,,this study,Galeocerdo,cuvier
Prionace glauca,0.95,Carcharhinidae,pelagic,383.5,ram,matrotrophic viviparity,500,8.6017,Carcharhiniformes,this study,Prionace,glauca
Prionace glauca,1,Carcharhinidae,pelagic,383.5,ram,matrotrophic viviparity,500,8.6017,Carcharhiniformes,this study,Prionace,glauca
Prionace glauca,0.12,Carcharhinidae,pelagic,383.5,ram,matrotrophic viviparity,500,8.6017,Carcharhiniformes,this study,Prionace,glauca
Carcharhinus melanopterus,0.38,Carcharhinidae,pelagic,180,ram,matrotrophic viviparity,50,7.9127,Carcharhiniformes,this study,Carcharhinus,melanopterus
Carcharhinus brevipinna,0.8,Carcharhinidae,pelagic,304,ram,matrotrophic viviparity,100,10.685,Carcharhiniformes,this study,Carcharhinus,brevipinna
Negaprion acutidens,0,Carcharhinidae,pelagic,310,ram,matrotrophic viviparity,45,4.7028,Carcharhiniformes,this study,Negaprion,acutidens
Rhynchobatus australiae,0,Rhinidae,demersal,300,stationary,lecithotrophic viviparity,30,113.03,,this study,Rhynchobatus,australiae
Isurus oxyrinchus,0.26,Lamnidae,pelagic,445,ram,matrotrophic viviparity,375,13.922,Lamniformes,this study,Isurus,oxyrinchus
Alopias vulpinus,0.047,Alopiidae,pelagic,573.3,ram,matrotrophic viviparity,325,8.7014,Lamniformes,this study,Alopias,vulpinus
Prionace glauca,0.24,Carcharhinidae,pelagic,383.5,ram,matrotrophic viviparity,500,8.6017,Carcharhiniformes,this study,Prionace,glauca
Pseudocarcharias kamoharai,0.133,Pseudocarchariidae,pelagic,122,ram,matrotrophic viviparity,295,5.2458,Lamniformes,this study,Pseudocarcharias,kamoharai
Alopias superciliosus,0.561,Alopiidae,pelagic,484,ram,matrotrophic viviparity,361.5,11.023,Lamniformes,this study,Alopias,superciliosus
Alopias vulpinus,0.667,Alopiidae,pelagic,573.3,ram,matrotrophic viviparity,325,8.7014,Lamniformes,this study,Alopias,vulpinus
Isurus oxyrinchus,0.356,Lamnidae,pelagic,445,ram,matrotrophic viviparity,375,13.922,Lamniformes,this study,Isurus,oxyrinchus
Isurus paucus,0.307,Lamnidae,pelagic,427,ram,matrotrophic viviparity,876,10.319,Lamniformes,this study,Isurus,paucus
Lamna nasus,0.3,Lamnidae,pelagic,365,ram,matrotrophic viviparity,904.5,6.2338,Lamniformes,this study,Lamna,nasus
Galeorhinus galeus,0,Triakidae,pelagic,199,ram,lecithotrophic viviparity,400,11.901,Carcharhiniformes,this study,Galeorhinus,galeus
Carcharhinus altimus,0.6,Carcharhinidae,pelagic,300,ram,matrotrophic viviparity,405,17.283,Carcharhiniformes,this study,Carcharhinus,altimus
Carcharhinus falciformis,0.558,Carcharhinidae,pelagic,350,ram,matrotrophic viviparity,250,10.089,Carcharhiniformes,this study,Carcharhinus,falciformis
Carcharhinus longimanus,0.342,Carcharhinidae,pelagic,350,ram,matrotrophic viviparity,541,9.5821,Carcharhiniformes,this study,Carcharhinus,longimanus
Galeocerdo cuvier,0.029,Carcharhinidae,pelagic,740,ram,matrotrophic viviparity,556,12.342,,this study,Galeocerdo,cuvier
Prionace glauca,0.143,Carcharhinidae,pelagic,383.5,ram,matrotrophic viviparity,500,8.6017,Carcharhiniformes,this study,Prionace,glauca
Sphyrna lewini,0.571,Sphyrnidae,pelagic,430,ram,matrotrophic viviparity,521.5,14.608,Carcharhiniformes,this study,Sphyrna,lewini
Sphyrna mokarran,0,Sphyrnidae,pelagic,610,ram,matrotrophic viviparity,150,7.3981,Carcharhiniformes,this study,Sphyrna,mokarran
Sphyrna zygaena,0.71,Sphyrnidae,pelagic,400,ram,matrotrophic viviparity,100,10.906,Carcharhiniformes,this study,Sphyrna,zygaena
Isurus oxyrinchus,0.265,Lamnidae,pelagic,445,ram,matrotrophic viviparity,375,13.922,Lamniformes,this study,Isurus,oxyrinchus
Lamna nasus,0.361,Lamnidae,pelagic,365,ram,matrotrophic viviparity,904.5,6.2338,Lamniformes,this study,Lamna,nasus
Prionace glauca,0.226,Carcharhinidae,pelagic,383.5,ram,matrotrophic viviparity,500,8.6017,Carcharhiniformes,this study,Prionace,glauca
Isurus oxyrinchus,0.213,Lamnidae,pelagic,445,ram,matrotrophic viviparity,375,13.922,Lamniformes,this study,Isurus,oxyrinchus
Lamna nasus,0.295,Lamnidae,pelagic,365,ram,matrotrophic viviparity,904.5,6.2338,Lamniformes,this study,Lamna,nasus
Prionace glauca,0.188,Carcharhinidae,pelagic,383.5,ram,matrotrophic viviparity,500,8.6017,Carcharhiniformes,this study,Prionace,glauca
Pseudocarcharias kamoharai,0.0474,Triakidae,pelagic,122,ram,matrotrophic viviparity,295,5.2458,,this study,Pseudocarcharias,kamoharai
Alopias superciliosus,0.498,Alopiidae,pelagic,484,ram,matrotrophic viviparity,361.5,11.023,Lamniformes,this study,Alopias,superciliosus
Carcharhinus longimanus,0.227,Carcharhinidae,pelagic,350,ram,matrotrophic viviparity,541,9.5821,Carcharhiniformes,this study,Carcharhinus,longimanus
Sphyrna zygaena,0.6203,Sphyrnidae,pelagic,400,ram,matrotrophic viviparity,100,10.906,Carcharhiniformes,this study,Sphyrna,zygaena
Pseudocarcharias kamoharai,0.08,Triakidae,pelagic,122,ram,matrotrophic viviparity,295,5.2458,,this study,Pseudocarcharias,kamoharai
Alopias superciliosus,0.584,Alopiidae,pelagic,484,ram,matrotrophic viviparity,361.5,11.023,Lamniformes,this study,Alopias,superciliosus
Carcharhinus longimanus,0.11,Carcharhinidae,pelagic,350,ram,matrotrophic viviparity,541,9.5821,Carcharhiniformes,this study,Carcharhinus,longimanus
Sphyrna zygaena,0.628,Sphyrnidae,pelagic,400,ram,matrotrophic viviparity,100,10.906,Carcharhiniformes,this study,Sphyrna,zygaena
Pseudocarcharias kamoharai,0.0913,Triakidae,pelagic,122,ram,matrotrophic viviparity,295,5.2458,,this study,Pseudocarcharias,kamoharai
Alopias superciliosus,0.496,Alopiidae,pelagic,484,ram,matrotrophic viviparity,361.5,11.023,Lamniformes,this study,Alopias,superciliosus
Carcharhinus longimanus,0.284,Carcharhinidae,pelagic,350,ram,matrotrophic viviparity,541,9.5821,Carcharhiniformes,this study,Carcharhinus,longimanus
Sphyrna zygaena,0.629,Sphyrnidae,pelagic,400,ram,matrotrophic viviparity,100,10.906,Carcharhiniformes,this study,Sphyrna,zygaena
Alopias superciliosus,0.517,Alopiidae,pelagic,484,ram,matrotrophic viviparity,361.5,11.023,Lamniformes,this study,Alopias,superciliosus
Isurus oxyrinchus,0.286,Lamnidae,pelagic,445,ram,matrotrophic viviparity,375,13.922,Lamniformes,this study,Isurus,oxyrinchus
Isurus paucus,0.511,Lamnidae,pelagic,427,ram,matrotrophic viviparity,876,10.319,Lamniformes,this study,Isurus,paucus
Lamna nasus,0.214,Lamnidae,pelagic,365,ram,matrotrophic viviparity,904.5,6.2338,Lamniformes,this study,Lamna,nasus
Carcharhinus falciformis,0.422,Carcharhinidae,pelagic,350,ram,matrotrophic viviparity,250,10.089,Carcharhiniformes,this study,Carcharhinus,falciformis
Carcharhinus longimanus,0.257,Carcharhinidae,pelagic,350,ram,matrotrophic viviparity,541,9.5821,Carcharhiniformes,this study,Carcharhinus,longimanus
Carcharhinus obscurus,0.279,Carcharhinidae,pelagic,420,ram,matrotrophic viviparity,250,7.0963,Carcharhiniformes,this study,Carcharhinus,obscurus
Carcharhinus plumbeus,0.267,Carcharhinidae,pelagic,243,ram,matrotrophic viviparity,140,15.327,Carcharhiniformes,this study,Carcharhinus,plumbeus
Carcharhinus signatus,0.67,Carcharhinidae,pelagic,280,ram,matrotrophic viviparity,300,10.667,Carcharhiniformes,this study,Carcharhinus,signatus
Galeocerdo cuvier,0.032,Carcharhinidae,pelagic,740,ram,matrotrophic viviparity,556,12.342,,this study,Galeocerdo,cuvier
Prionace glauca,0.151,Carcharhinidae,pelagic,383.5,ram,matrotrophic viviparity,500,8.6017,Carcharhiniformes,this study,Prionace,glauca
Sphyrna lewini,0.541,Sphyrnidae,pelagic,430,ram,matrotrophic viviparity,521.5,14.608,Carcharhiniformes,this study,Sphyrna,lewini
Hexanchus griseus,0,Hexanchidae,demersal,550,ram,matrotrophic viviparity,1245,7.4946,,this study,Hexanchus,griseus
Hexanchus nakamurai,0.071,Hexanchidae,demersal,177.8,ram,matrotrophic viviparity,351,10.609,,this study,Hexanchus,nakamurai
Centrophorus sp,0.294,Centrophoridae,demersal,,stationary,lecithotrophic viviparity,,10.49903846,,this study,Centrophorus,sp
Centroscymnus owstonii,0.8,Somniosidae,demersal,120,stationary,lecithotrophic viviparity,804.5,5.3314,Squaliformes,this study,Centroscymnus,owstonii
Squalus cubensis,0.091,Squalidae,demersal,110,stationary,lecithotrophic viviparity,370.5,7.737926667,Squaliformes,this study,Squalus,cubensis
Galeus springeri,0.667,Scyliorhinidae,pelagic,53,stationary,lecithotrophic oviparity,640.5,6.907833333,,this study,Galeus,springeri
Pseudotriakis microdon,0,Triakidae,pelagic,296,ram,lecithotrophic viviparity,1265,5.5776,,this study,Pseudotriakis,microdon
Mustelus canis,0,Triakidae,demersal,155,ram,lecithotrophic viviparity,404,8.0434,,this study,Mustelus,canis
Orectolobus halei,0,Orectolobidae,demersal,256,stationary,lecithotrophic oviparity,97.5,5.5714,,this study,Orectolobus,halei
Orectolobus maculatus,0,Orectolobidae,pelagic,170,stationary,lecithotrophic oviparity,124,6.4555,,this study,Orectolobus,maculatus
Orectolobus ornatus,0,Orectolobidae,pelagic,110,stationary,lecithotrophic oviparity,52.5,5.6825,,this study,Orectolobus,ornatus
Carcharias taurus,0,Lamnidae,pelagic,325,ram,matrotrophic viviparity,116,9.0956,,this study,Carcharias,taurus
Carcharhinus brachyurus,0.667,Carcharhinidae,pelagic,322,ram,matrotrophic viviparity,73,6.2708,Carcharhiniformes,this study,Carcharhinus,brachyurus
Carcharhinus brevipinna,0.956,Carcharhinidae,pelagic,304,ram,matrotrophic viviparity,100,10.685,Carcharhiniformes,this study,Carcharhinus,brevipinna
Carcharhinus leucas,0,Carcharhinidae,pelagic,366,ram,matrotrophic viviparity,82.5,6.6321,Carcharhiniformes,this study,Carcharhinus,leucas
Carcharhinus limbatus,0.907,Carcharhinidae,pelagic,286,ram,matrotrophic viviparity,70,7.7253,Carcharhiniformes,this study,Carcharhinus,limbatus
Carcharhinus obscurus,0.664,Carcharhinidae,pelagic,420,ram,matrotrophic viviparity,250,7.0963,Carcharhiniformes,this study,Carcharhinus,obscurus
Carcharhinus plumbeus,0.528,Carcharhinidae,pelagic,243,ram,matrotrophic viviparity,140,15.327,Carcharhiniformes,this study,Carcharhinus,plumbeus
Galeocerdo cuvier,0.054,Carcharhinidae,pelagic,740,ram,matrotrophic viviparity,556,12.342,,this study,Galeocerdo,cuvier
Sphyrna lewini,0.888,Sphyrnidae,pelagic,430,ram,matrotrophic viviparity,521.5,14.608,Carcharhiniformes,this study,Sphyrna,lewini
Sphyrna zygaena,1,Sphyrnidae,pelagic,400,ram,matrotrophic viviparity,100,10.906,Carcharhiniformes,this study,Sphyrna,zygaena
Sphyrna mokarran,1,Sphyrnidae,pelagic,610,ram,matrotrophic viviparity,150,7.3981,Carcharhiniformes,this study,Sphyrna,mokarran
Rhynchobatus australiae,0.125,Rhinidae,demersal,300,stationary,lecithotrophic viviparity,30,113.03,,this study,Rhynchobatus,australiae
Bathytoshia brevicaudata,0,Dasyatidae,demersal,210,stationary,matrotrophic viviparity,242.5,10.153,,this study,Bathytoshia,brevicaudata
Ginglymostoma cirratum,0.003,Ginglymostomatidae,pelagic,308,ram,lecithotrophic viviparity,65,3.1785,Orectolobiformes,this study,Ginglymostoma,cirratum
Carcharias taurus,0,Lamnidae,pelagic,325,ram,matrotrophic viviparity,116,9.0956,,this study,Carcharias,taurus
Carcharhinus acronotus,0.664,Carcharhinidae,pelagic,164,ram,matrotrophic viviparity,51.5,8.3419,Carcharhiniformes,this study,Carcharhinus,acronotus
Carcharhinus brevipinna,0.813,Carcharhinidae,pelagic,304,ram,matrotrophic viviparity,100,10.685,Carcharhiniformes,this study,Carcharhinus,brevipinna
Carcharhinus falciformis,0.571,Carcharhinidae,pelagic,350,ram,matrotrophic viviparity,250,10.089,Carcharhiniformes,this study,Carcharhinus,falciformis
Carcharhinus leucas,0.025,Carcharhinidae,pelagic,366,ram,matrotrophic viviparity,82.5,6.6321,Carcharhiniformes,this study,Carcharhinus,leucas
Carcharhinus limbatus,0.708,Carcharhinidae,pelagic,286,ram,matrotrophic viviparity,70,7.7253,Carcharhiniformes,this study,Carcharhinus,limbatus
Carcharhinus obscurus,0.702,Carcharhinidae,pelagic,420,ram,matrotrophic viviparity,250,7.0963,Carcharhiniformes,this study,Carcharhinus,obscurus
Carcharhinus plumbeus,0.169,Carcharhinidae,pelagic,243,ram,matrotrophic viviparity,140,15.327,Carcharhiniformes,this study,Carcharhinus,plumbeus
Galeocerdo cuvier,0.089,Carcharhinidae,pelagic,740,ram,matrotrophic viviparity,556,12.342,,this study,Galeocerdo,cuvier
Negaprion brevirostris,0.042,Carcharhinidae,pelagic,368,ram,matrotrophic viviparity,60,7.4039,Carcharhiniformes,this study,Negaprion,brevirostris
Sphyrna lewini,0.629,Sphyrnidae,pelagic,430,ram,matrotrophic viviparity,521.5,14.608,Carcharhiniformes,this study,Sphyrna,lewini
Sphyrna mokarran,0.56,Sphyrnidae,pelagic,610,ram,matrotrophic viviparity,150,7.3981,Carcharhiniformes,this study,Sphyrna,mokarran
Sphyrna mokarran,0.958,Sphyrnidae,pelagic,610,ram,matrotrophic viviparity,150,7.3981,Carcharhiniformes,this study,Sphyrna,mokarran
Sphyrna lewini,0.92,Sphyrnidae,pelagic,430,ram,matrotrophic viviparity,521.5,14.608,Carcharhiniformes,this study,Sphyrna,lewini
Carcharhinus falciformis,0.885,Carcharhinidae,pelagic,350,ram,matrotrophic viviparity,250,10.089,Carcharhiniformes,this study,Carcharhinus,falciformis
Carcharhinus limbatus,0.861,Carcharhinidae,pelagic,286,ram,matrotrophic viviparity,70,7.7253,Carcharhiniformes,this study,Carcharhinus,limbatus
Carcharhinus obscurus,0.75,Carcharhinidae,pelagic,420,ram,matrotrophic viviparity,250,7.0963,Carcharhiniformes,this study,Carcharhinus,obscurus
Carcharhinus acronotus,0.7,Carcharhinidae,pelagic,164,ram,matrotrophic viviparity,51.5,8.3419,Carcharhiniformes,this study,Carcharhinus,acronotus
Carcharhinus plumbeus,0.334,Carcharhinidae,pelagic,243,ram,matrotrophic viviparity,140,15.327,Carcharhiniformes,this study,Carcharhinus,plumbeus
Carcharhinus leucas,0.301,Carcharhinidae,pelagic,366,ram,matrotrophic viviparity,82.5,6.6321,Carcharhiniformes,this study,Carcharhinus,leucas
Negaprion brevirostris,0.079,Carcharhinidae,pelagic,368,ram,matrotrophic viviparity,60,7.4039,Carcharhiniformes,this study,Negaprion,brevirostris
Galeocerdo cuvier,0.067,Carcharhinidae,pelagic,740,ram,matrotrophic viviparity,556,12.342,,this study,Galeocerdo,cuvier
