ac,eo,species
4.3873,0.19754,Hemiarthrum setulosum
7.1114,0.18008,Hemilienardia apiculata
4.7607,-0.026317,Hemilienardia malleti
21.273,0.74097,Hemilienardia ocellata
9.1704,0.32594,Hemiliostraca auricincta
6.3718,0.066878,Hemipolygona carinifera
10.694,0.42633,Hemipolygona mcgintyi
5.4587,0.05681,Herewardia kesteveni
4.8964,0.11533,Hermaea bifida
5.597,0.10496,Hermania scabra
5.7892,0.17114,Hermissenda crassicornis
9.9379,0.40482,Herpetopoma helix
6.7061,0.13714,Herpetopoma instrictum
5.7676,0.091257,Hesperisternia karinae
7.0744,0.18226,Hesperisternia multangulus
6.794,0.55535,Heteranomia squamula
6.0133,0.10645,Heteroglypta contraria
4.037,0.70134,Heteroschismoides subterfissus
6.3222,0.30861,Heteroteuthis dispar
9.453,0.30959,Heteroteuthis serventyi
6.9222,0.1528,Hexabranchus sanguineus
6.3734,0.11868,Hexaplex fulvescens
12.913,0.48345,Hexaplex princeps
5.7758,0.1023,Hexaplex trunculus
6.9632,0.097899,Hiatella arctica
5.4941,-0.48321,Hiatella azaria
5.4611,0.10922,Hiatella rugosa
5.193,-0.017434,Hiloa variabilis
10.182,0.44118,Hindsiclava alesidota
5.2989,0.040558,Hinea zonata
5.5355,0.038247,Hinemoa suprasculpta
5.8441,0.094724,Hipponix incurvus
10.218,0.32664,Hippopus hippopus
3.9136,1.1199,Hirtomurex marshalli
5.7212,0.11515,Histioteuthis atlantica
6.472,0.12963,Histioteuthis eltaninae
5.55,0.35523,Histioteuthis macrohista
13.993,0.74605,Histioteuthis meleagroteuthis
6.2744,0.11352,Histioteuthis miranda
12.84,1.7056,Histioteuthis reversa
7.0286,0.17123,Homalocantha anatomica
4.5981,-0.051541,Homalocantha pele
4.2327,0.3056,Homalopoma cunninghami
6.4927,0.18343,Homalopoma linnei
6.227,-0.54461,Homalopoma quantillum
5.0798,0.0068926,Homalopoma sanguineum
4.5554,0.53575,Humilaria kennerleyi
5.1231,0.091077,Huxleyia concentrica
2.9698,1.7643,Huxleyia munita
5.9458,0.1161,Hyala vitrea
13.535,0.65156,Hyalina lucida
6.0406,0.050052,Hyalocylis striata
2.275,0.31287,Hyalopecten frigidus
1.6661,0.67886,Hyalopecten pudicus
1.2446,1.6924,Hyalopecten tydemani
6.9,0.19863,Hydatina vesicaria
8.7352,0.29448,Hydatina zonata
6.1858,0.12708,Hydroginella columnaria
7.0945,0.20977,Hydromyles globulosus
8.9415,0.27305,Hyotissa hyotis
8.5329,0.25962,Hyotissa inermis
7.7497,0.23405,Hyotissa mcgintyi
6.0951,0.084996,Hyotissa numisma
27.921,0.86591,Hypermastus placentae
12.013,0.42155,Hyphantosoma intricatum
5.4249,0.027416,Hyphantosoma nancyae
5.9321,0.072865,Hypselodoris emma
6.5276,0.13347,Hypselodoris infucata
7.5899,0.19826,Hypselodoris maculosa
4.86,-0.012006,Hypselodoris maritima
1.3091,-1.8732,Hypselodoris whitei
5.5503,-0.13648,Icuncula torcularis
5.0439,0.021432,Icuncula zodiaca
1.1675,1.793,Idas washingtonius
11.129,0.36523,Idiosepius pygmaeus
4.3138,1.9957,Idioteuthis cordiformis
7.7256,0.23577,Ifremeria nautilei
9.7264,0.53431,Ilanga agulhasensis
9.3231,0.48538,Ilanga bicarinata
8.972,0.37399,Ilanga laevissima
4.9442,0.0093051,Ilbia ilbi
5.6401,1.0048,Illex argentinus
22.49,0.93724,Illex coindetii
10.248,0.11812,Illex illecebrosus
9.6422,0.4594,Illex oxygonius
19.696,0.67301,Imbricaria bacillum
13.026,0.47036,Imbricaria conularis
11.552,0.38777,Imbricaria flammea
14.703,0.55578,Imbricaria interlirata
4.6904,-0.031487,Imbricariopsis punctata
9.7533,0.53687,Indocrassatella pilula
4.7577,-0.052374,Indomitrella conspersa
7.2778,0.083786,Indomitrella puella
5.4179,0.072378,Ingensia ingens
2.5415,-1.5094,Iniforis turristhomae
5.0211,0.014336,Iniforis violacea
8.5293,0.34138,Inodrillia aepynota
5.8692,0.068119,Inquisitor alabaster
4.4793,-0.17355,Inquisitor dampieria
1.0014,1.3001,Iothia emarginuloides
5.0318,0.1994,Iothia fulva
7.2455,0.17512,Iotyrris cingulifera
7.1095,0.1793,Iphigenia brasiliensis
4.2935,0.80942,Iphinopsis alba
4.9553,-0.040984,Ipsa childreni
4.9258,0.0054717,Iridona iridescens
4.8763,-0.047014,Irus irus
6.7612,0.17045,Isara straminea
6.74,0.14028,Ischadium recurvum
6.087,0.095513,Ischnochiton bergoti
5.3168,0.055767,Ischnochiton carinulatus
5.1072,-0.015698,Ischnochiton comptus
5.3741,0.067619,Ischnochiton contractus
1.1874,-1.9495,Ischnochiton erythronotus
5.7896,0.085574,Ischnochiton hartmeyeri
3.5049,0.74562,Ischnochiton luteoroseus
4.8276,-0.084185,Ischnochiton maorianus
5.414,0.054599,Ischnochiton niveus
5.2866,0.02288,Ischnochiton oniscus
5.9515,0.08816,Ischnochiton papillosus
5.1854,0.036147,Ischnochiton rissoi
15.071,0.55806,Ischnochiton striolatus
5.1034,0.047812,Ischnochiton textilis
5.0205,-0.093495,Ischnochiton thomasi
6.0327,0.10747,Ischnochiton yerburyi
1.0761,-1.9566,Ischnoplax pectinata
6.1823,0.1545,Iselica globosa
9.2379,0.30008,Isognomon alatus
4.3408,-0.10456,Isognomon australica
5.408,-0.014806,Isognomon legumen
9.7497,0.32579,Isognomon radiatus
6.2754,-0.073641,Isotriphora tasmanica
5.5818,-0.059136,Isotriphora vercoi
7.8428,0.25479,Ithycythara auberiana
8.6659,0.31447,Ithycythara cymella
7.4101,0.20609,Ithycythara lanceolata
7.8726,0.26788,Ithycythara pentagonalis
5.858,0.099108,Ithycythara psila
5.4808,0.077656,Ittibittium houbricki
8.1635,0.24011,Janthina globosa
12.846,0.59027,Japetella heathi
5.5038,-0.16406,Japeuthria ferrea
6.9191,0.16381,Japonactaeon punctostriatus
1.2164,-1.9758,Jaspidella blanesi
6.1135,0.10733,Joannisiella oblonga
6.4605,0.11414,Joannisiella philippinarum
6.1945,0.086531,Jolya arata
14.826,0.52246,Jolya elongata
5.3649,-0.02842,Jolya rhomboidea
4.9456,-0.051053,Jouannetia quillingi
5.2982,0.030124,Jujubinus exasperatus
5.3862,0.056231,Jujubinus gravinae
5.6517,0.71112,Jujubinus montagui
5.2168,0.030433,Jujubinus striatus
7.996,0.26797,Juliacorbula aequivalvis
1.4014,-1.852,Juxtamusium maldivense
6.0692,-0.32267,Kaiparapelta askewi
6.0766,0.95425,Kaiparathina boucheti
6.3506,0.11012,Kalinga ornata
7.9265,0.04942,Kalolophus speciosus
5.1656,0.0092685,Kaloplocamus ramosus
5.1468,0.067132,Karnekampia sulcata
1.0792,1.9614,Katadesmia cuneata
2.6084,0.32472,Katadesmia kolthoffi
1.0106,1.8727,Katadesmia pallida
1.1267,1.8707,Katadesmia polita
1.5515,1.9449,Katadesmia vincula
5.5117,1.3268,Keenaea centifilosa
4.6731,0.46042,Keenocardium blandum
5.1499,0.077449,Keenocardium californiense
5.2923,0.0056559,Kellia bullata
5.2358,0.031461,Kellia cycladiformis
5.2095,0.019992,Kellia rotunda
2.6243,0.55411,Kellia simulans
6.3075,0.060326,Kellia suborbicularis
5.7763,0.19746,Kelliella miliaris
6.8702,0.023972,Kelliopsis elevata
3.0203,-1.243,Kelliopsis texasiana
1.317,0.9999,Kerguelenatica delicatula
5.5719,0.081098,Kermia benhami
4.5755,0.097925,Kidderia bicolor
5.1503,0.050372,Kidderia costata
7.561,0.29906,Kilburnia heynemanni
5.3084,0.69194,Knoutsodonta depressa
4.7744,-0.021379,Koloonella coacta
1.1922,1.9436,Kryptos koehleri
4.5311,-0.29779,Kurodavolva wakayamaensis
6.9092,0.14498,Kuroshiovolva shingoi
5.8006,0.1111,Kurtiella bidentata
7.6463,0.26854,Kurtiella ovata
6.6229,0.13858,Kurtiella planulata
5.3969,1.2716,Kurtiella tumida
4.8568,0.25419,Kurtiella tumidula
4.897,0.69775,Kurtzia arteaga
6.4726,0.14168,Kurtziella atrostyla
7.2336,0.19041,Kurtziella cerina
4.989,-0.023605,Kurtziella dorvilliae
6.2427,0.11561,Kurtziella limonitella
5.0195,0.21052,Kurtziella plumbea
6.0792,0.080948,Kurtziella serga
5.5562,0.49839,Kurtzina beta
6.0091,0.11359,Laciolina astrolabei
5.6324,0.046731,Laciolina magna
5.1249,0.035763,Lacuna crassior
5.1269,0.10893,Lacuna pallidula
5.0854,0.11988,Lacuna parva
5.0607,0.090994,Lacuna unifasciata
5.2363,0.11634,Lacuna vincta
9.7106,0.34848,Laemodonta bella
3.4957,0.53954,Laeocochlis sinistratus
6.7024,0.1548,Laetifautor deceptus
6.2534,0.14258,Laevicardium brasilianum
6.097,0.17298,Laevicardium crassum
11.156,0.39871,Laevicardium lobulatum
6.5047,0.12362,Laevicardium mortoni
5.6204,0.20293,Laevicardium oblongum
4.0178,-0.82292,Laevicardium pictum
6.1074,0.096217,Laevicardium serratum
13.417,0.55846,Laevicardium substriatum
9.6711,0.36469,Laevicardium sybariticum
7.8841,0.19364,Laevichlamys cuneata
16.068,0.7073,Laevichlamys deliciosa
7.1388,0.2136,Laevichlamys multisquamata
18.853,0.58968,Laevidentalium eburneum
10.377,0.36064,Laevidentalium erectum
5.7689,0.12346,Laevidentalium jaffaensis
7.5024,0.1623,Laevidentalium lubricatum
4.9124,0.042923,Laevilacunaria antarctica
6.2897,0.13394,Laevityphis tillierae
16.69,0.61005,Lambis crocata
5.4853,0.22918,Lamellaria latens
6.1943,0.10459,Lamellaria perspicua
1.1298,-1.968,Lamelliconcha circinata
11.332,0.53226,Lamellitrochus carinatus
9.3432,0.35944,Lamellitrochus lamellosus
5.7984,0.11074,Lampadioteuthis megaleia
8.3589,0.26426,Lampanella minima
7.5036,0.21734,Lamprohaminoea cymbalum
3.0071,-1.3096,Lamychaena hians
7.5127,0.29932,Laona quadrata
5.3346,0.046736,Lasaea hinemoa
5.8454,0.10066,Lasaea rubra
3.0184,-1.0549,Lataxiena desserti
6.4655,0.10624,Laternula anatina
9.0611,0.31854,Latiaxis mawae
7.2648,0.31237,Latiaxis pilsbryi
8.2699,0.23009,Latirolagena smaragdulus
8.4841,0.27761,Latirus pictus
5.7799,0.11509,Latirus rugosissimus
1,1.2629,Latisipho hypolispus
7.647,0.2652,Leachia atlantica
5.8257,0.12812,Leachia cyclura
6.9973,-0.8018,Leachia dislocata
7.4056,0.39552,Leachia lemur
10.262,0.49684,Leachia pacifica
12.266,-1.6617,Ledella aberrata
175.28,-1.8583,Ledella acinula
4.2788,-1.0254,Ledella inopinata
0.69272,1.3452,Ledella jamesi
4.2829,1.0702,Ledella messanensis
7.32,0.28127,Ledella miliacea
3.9108,1.0647,Ledella pustulosa
5.0711,0.023123,Ledella sublevis
22.197,-1.9789,Ledella ultima
9.9787,0.48913,Leiocithara perlucidula
10.168,0.58271,Leiocithara translucens
7.6965,0.19017,Leiosolenus aristatus
5.3737,0.005526,Leiosolenus bisulcatus
8.2108,0.26787,Leiosolenus hanleyanus
6.1942,0.094501,Leiosolenus malaccanus
7.4317,0.22029,Leiosolenus mucronatus
14.449,0.72237,Lembulus gemmulatus
4.9619,-0.039065,Lembulus pella
5.0841,-0.0022873,Lentidium mediterraneum
11.335,0.39743,Lentigo lentiginosus
3.9736,0.91745,Lepeta caeca
1.1318,1.9457,Lepetodrilus atlanticus
NaN,NaN,Lepetodrilus cristatus
NaN,NaN,Lepetodrilus elevatus
4.8084,1.5239,Lepetodrilus nux
1.413,1.5896,Lepetodrilus ovalis
NaN,NaN,Lepetodrilus pustulosus
5.23,0.043621,Lepidochitona caprearum
5.2358,0.047228,Lepidochitona cinerea
5.1982,0.051697,Lepidochitona furtiva
5.0013,-0.034009,Lepidochitona liozonis
5.0431,0.004458,Lepidochitona monterosatoi
5.169,0.033807,Lepidopleurus cajetanus
7.4373,0.21302,Lepidoteuthis grimaldii
4.7226,0.30414,Lepidozona interstincta
4.6196,0.33801,Lepidozona mertensii
7.2595,0.19796,Leporimetis ephippium
5.0778,0.071959,Leptaxinus incrassatus
5.3822,0.11865,Leptochiton algesirensis
4.3181,0.95916,Leptochiton alveolus
2.7584,0.9929,Leptochiton arcticus
5.6711,0.65159,Leptochiton asellus
1.8485,1.9971,Leptochiton boucheti
4.9813,-0.021398,Leptochiton cancellatus
5.2722,0.084298,Leptochiton inquinatus
5.3527,0.05908,Leptochiton liratus
5.206,-0.15545,Leptochiton matthewsianus
5.0793,0.40092,Leptochiton medinae
4.4767,1.1909,Leptochiton rugatus
6.7173,0.12966,Leptochiton saitoi
5.8744,0.16675,Leptochiton scabridus
1.165,1.98,Leptochiton smirnovi
1.6094,1.9836,Leptochiton thandari
10.774,0.099552,Leptochiton vanbellei
1.3316,0.87681,Leptocollonia innocens
5.1927,0.027641,Leptomya retiaria
11.013,0.4198,Leptopecten bavayi
6.7116,0.1797,Leptopecten latiauratus
104.59,1.5106,Leptopecten tumbezensis
70.801,1.4072,Leptopecten velero
4.6587,-0.038215,Leptothyra nanina
6.8966,0.071101,Leptotrophon acerapex
8.0798,0.1374,Leptotrophon caledonicus
6.917,0.34311,Leptotrophon charcoti
6.664,0.25063,Leptotrophon metivieri
7.3573,0.088898,Leptotrophon rigidus
7.1572,0.38919,Leptotrophon spinacutus
7.1817,0.62004,Leptotrophon surprisensis
8.047,0.13665,Leucosyrinx verrillii
6.0869,0.093422,Leucotina casta
1.1325,-1.929,Leucozonia leucozonalis
2.8639,-1.2389,Leucozonia nassa
10.654,0.39649,Leucozonia ocellata
4.9838,0.019102,Leufroyia concinna
5.1431,0.039944,Leufroyia leufroyi
4.8359,0.58758,Leukoma staminea
6.9945,0.16053,Lienardia mighelsi
6.2619,0.12702,Lienardia multinoda
5.4394,0.033651,Lienardia roseotincta
5.3252,0.036251,Liloa brevis
9.4083,0.30569,Lima caribaea
9.0148,0.28427,Lima lima
6.1725,-0.60009,Lima nimbifer
9.6004,0.52274,Lima perfecta
8.2752,0.22694,Lima vulgaris
5.8705,0.18629,Lima zealandica
5.5974,0.13228,Limacia clavigera
10.651,0.3679,Limacina bulimoides
5.1728,1.3503,Limacina helicina
7.2307,0.077709,Limacina lesueurii
6.1547,0.71197,Limacina retroversa
7.02,0.18546,Limacina trochiformis
5.4634,0.36488,Limapontia depressa
8.7653,0.27637,Limaria fragilis
5.3411,0.033355,Limaria hians
7.7578,0.26537,Limaria locklini
6.7225,0.14702,Limaria loscombi
7.0108,0.16111,Limaria orientalis
7.2507,0.1529,Limaria pellucida
6.4918,0.11002,Limaria stertum
6.4659,-0.055558,Limaria tuberculata
2.5635,0.26482,Limatula celtica
7.7974,0.28954,Limatula densecostata
5.3187,0.16303,Limatula gwyni
1.6612,0.83334,Limatula hodgsoni
2.6579,0.40265,Limatula hyperborea
4.7469,-0.4339,Limatula iredalei
5.0577,1.0083,Limatula louiseae
5.5569,0.12994,Limatula maoria
4.9485,0.64062,Limatula margaretae
1.8111,0.80166,Limatula ovalis
5.9753,0.095292,Limatula ponderi
1.0161,1.7529,Limatula powelli
5.0814,-0.0014722,Limatula regularis
5.8221,0.38269,Limatula saturna
4.9294,-0.022576,Limatula siligo
1.0924,1.2534,Limatula simillima
5.1713,0.019035,Limatula subauriculata
5.8235,0.31615,Limatula subovata
5.3276,0.0057006,Limatula suteri
5.2063,0.031645,Limatula tensa
5.1178,0.15345,Limatula vigilis
5.3486,0.043519,Limea austrina
8.1731,0.29519,Limea bronniana
6.8438,-0.032261,Limea crassa
6.5336,0.11202,Limea parvula
1.3046,1.9837,Limea pygmaea
37.771,1.0217,Limea torresiana
5.6904,0.074986,Limecola balthica
4.5982,0.37177,Limecola petalum
2.3343,1.3965,Limneria undata
5.8281,0.075362,Limopsis aurita
10.12,0.52043,Limopsis chuni
8.5601,0.13684,Limopsis cristata
1.0001,1.9031,Limopsis enderbyensis
461.5,-1.4022,Limopsis galatheae
1.7085,1.8956,Limopsis hirtella
7.0268,0.2677,Limopsis janeiroensis
1.8897,0.70589,Limopsis lilliei
1.3379,1.9582,Limopsis longipilosa
5.8094,0.091719,Limopsis loringi
1.0335,1.9976,Limopsis marionensis
13.451,0.29549,Limopsis minuta
9.5603,0.36554,Limopsis natalis
6.1131,0.1295,Limopsis penelevis
1.1243,1.8814,Limopsis scabra
324.26,-1.4182,Limopsis scotiana
7.1546,0.21836,Limopsis soboles
9.695,0.40639,Limopsis sulcata
4.1148,0.5473,Limopsis tasmani
1.1528,1.216,Limopsis tenella
5.7846,-0.3131,Limopsis tenisoni
6.3595,0.10372,Linatella caudata
5.657,0.1659,Linucula hartvigiana
2.5787,-1.4822,Lioberus castanea
5.8613,0.11881,Lioberus ligneus
6.5717,0.16192,Liocarinia disjuncta
7.0415,0.15803,Lioconcha annettae
5.5837,0.048736,Lioconcha melharteae
1.6258,-1.989,Lioconcha ornata
9.6026,0.31878,Liocranchia reinhardtii
6.4233,0.10193,Liocranchia valdiviae
5.2462,-0.41307,Liolophura japonica
6.4338,0.15197,Liotella annulata
5.8542,0.074629,Liotella compacta
6.2229,0.12784,Liotella petalifera
5.382,0.13152,Liotella polypleura
8.8631,0.29807,Liotina hermanni
6.0226,0.10733,Lippistes cornu
4.7531,0.19704,Lirabuccinum dirum
3.7812,0.91284,Lirobittium attenuatum
7.376,0.20082,Lirophora latilirata
9.2109,0.36275,Lirophora obliterata
1.8624,-1.7661,Lirophora paphia
5.1007,0.030485,Lirularia lirulata
4.9149,0.11134,Lirularia succincta
1.2404,1.198,Lischkeia alicei
3.9917,0.55236,Lissarca aucklandica
5.4898,0.059512,Lissarca miliaris
1.013,1.2614,Lissarca notorcadensis
5.4407,-0.36794,Lissarca picta
6.0759,-0.19878,Lissarca rubricata
6.0901,0.13174,Lissodrillia schroederi
5.7663,0.10597,Lissodrillia simpsoni
1.2023,1.4093,Lissotesta liratula
1.6524,1.2575,Lissotesta macknighti
1.0062,1.9365,Lissotesta mammillata
5.3044,0.036802,Lissotesta micra
1.3945,1.9998,Lissotesta minutissima
1.3945,1.9998,Lissotesta strebeli
1.6374,1.0428,Lissotesta unifilosa
6.163,0.14468,Lithophaga lithophaga
6.778,0.13136,Lithophaga nigra
6.4963,0.11275,Lithophaga teres
3.9689,-0.54043,Lithopoma americanum
6.6058,0.13761,Lithopoma caelatum
8.8356,0.2993,Lithopoma phoebium
9.8138,0.32446,Lithopoma tectum
1.053,-1.9683,Lithopoma tuber
5.0629,0.00012173,Litigiella glabra
7.2817,0.189,Litiopa melanostoma
6.4639,0.14914,Littoraria irrorata
5.6194,0.05549,Littorina brevicula
4.8527,0.32034,Littorina saxatilis
5.654,0.087521,Livonia roadnightae
7.111,0.14411,Lobatus raninus
5.9452,0.2021,Loligo forbesii
10.328,0.46686,Loligo vulgaris
8.445,-0.41269,Loliolus (Nipponololigo) beka
5.2354,0.026933,Loliolus (Nipponololigo) japonica
6.646,0.14293,Loliolus (Nipponololigo) sumatrensis
5.4627,-0.065065,Loliolus (Nipponololigo) uyii
7.6083,0.16688,Lolliguncula (Lolliguncula) brevis
29.923,0.90422,Lolliguncula (Lolliguncula) panamensis
4.8841,-0.048546,Longchaeus acus
5.7215,0.077949,Longchaeus candidus
4.0204,-0.6009,Longchaeus suturalis
1.7117,-1.73,Lopha cristagalli
7.9662,0.20582,Lophiotoma acuta
NaN,NaN,Lorabela davisi
1.0038,1.9003,Lorabela pelseneeri
3.0704,0.51059,Lorabela plicatula
2.3,1.654,Loricella profundior
5.1598,0.0271,Loripes orbiculatus
5.288,0.057065,Loripinus fragilis
5.5923,-0.19134,Lottia gigantea
4.8798,0.11334,Lottia instabilis
4.1776,-0.68324,Lottia kogamogai
4.8971,0.06605,Lottia limatula
5.0667,-0.0027722,Lottia strigatella
6.2306,0.11042,Lovellona atramentosa
6.2377,0.10307,Lucapina aegis
7.5809,0.17828,Lucapina sowerbii
10.247,0.39863,Lucapina suffusa
7.4139,0.19096,Lucapinella limatula
7.4516,0.31771,Lucerapex casearia
17.838,0.69142,Lucidestea obesa
6.0115,0.1066,Lucilina sueziensis
3.5099,-0.83168,Lucina pensylvanica
5.476,0.063405,Lucinella divaricata
4.8698,-0.11468,Lucinisca centrifuga
3.4014,-1.2149,Lucinisca nassula
5.054,0.85566,Lucinoma annulata
6.2755,0.80471,Lucinoma borealis
6.4038,0.20683,Lucinoma capensis
6.3024,-0.12534,Lucinoma euclia
8.0539,0.29466,Lucinoma filosa
5.2392,0.33421,Lucinoma galathea
4.1601,0.17773,Lucinoma lamellata
5.5001,-0.026612,Lunarca ovalis
6.5326,0.20108,Lunovula superstes
2.1238,-1.5696,Lunulicardia retusa
7.8602,0.19764,Luria cinerea
8.1156,0.19124,Luria isabella
4.94,-0.024508,Luria lurida
13.578,0.52745,Luria pulchra
8.3542,-1.9997,Lurifax vitreus
9.283,0.15747,Lusepiola birostrata
5.9555,0.23922,Lutraria angustior
6.6001,0.35181,Lutraria lutraria
3.4398,1.0578,Lutraria steynlussii
1.0046,1.2126,Luzonia simplex
8.385,1.1224,Lycoteuthis lorigera
7.9424,0.18075,Lyncina carneola
9.232,0.2766,Lyncina lynx
5.6698,0.062277,Lyncina ventriculus
10.18,0.31887,Lyncina vitellus
1.1578,1.1309,Lyonsia arcaeformis
6.1279,0.26902,Lyonsia arenosa
4.5482,1.5509,Lyonsia californica
3.1797,-1.0482,Lyonsia floridana
7.3678,-0.00077923,Lyonsia hyalina
5.3887,0.094292,Lyonsia norwegica
5.1243,0.035428,Lyonsia ventricosa
1.9136,1.5968,Lyonsiella abyssicola
1.18,1.9994,Lyonsiella subquadrata
5.0439,-0.65475,Lyria kuniene
7.9767,0.24115,Lyrocardium lyratum
23.044,0.85854,Mabellarca dautzenbergi
5.8798,-0.044305,Macoma brota
5.7524,0.35922,Macoma calcarea
3.5637,1.984,Macoma carlottensis
4.3709,0.75821,Macoma elimata
4.6042,0.56967,Macoma golikovi
4.6414,0.34606,Macoma inquinata
4.2656,0.21798,Macoma moesta
1.977,0.5174,Macoma torelli
5.8183,0.11668,Macoma uruguayensis
5.725,0.011755,Macomangulus tenuis
7.0093,0.25925,Macomopsis crawfordi
6.984,0.15544,Macomopsis moluccensis
9.4136,0.13923,Macoploma extenuata
12.393,0.67375,Macoploma inclinata
9.0556,0.34222,Macoploma limula
7.6166,0.25233,Macoploma pulleyi
5.594,0.046348,Macoploma tageliformis
7.3911,0.15948,Macoploma tenta
5.1629,0.12009,Macoploma yoldiformis
5.7541,0.065122,Macrocallista nimbosa
6.3045,0.18602,Macroctopus maorum
6.1445,0.099916,Macrocypraea cervus
9.8267,0.34792,Macrocypraea zebra
3.2837,-1.2627,Macromphalina palmalitoris
9.6151,0.42858,Macroschisma africanum
5.2507,0.042577,Macroschisma hiatula
8.4841,0.27761,Macroschisma madreporaria
9.1558,0.28652,Macrostrombus costatus
9.9409,0.35957,Macrotritopus defilippi
4.484,-0.074471,Mactra achatina
16.939,0.58874,Mactra artensis
5.4025,0.11236,Mactra chinensis
5.1009,0.042509,Mactra glauca
2.238,-1.5764,Mactra iridescens
6.7589,0.29622,Mactra stultorum
4.438,-0.24449,Mactrellona alata
5.0462,-0.062872,Mactrinula dolabrata
1.9516,1.9429,Mactromeris polynyma
9.0627,0.31698,Mactrotoma fragilis
9.4184,0.35065,Maculauger alveolatus
6.3342,0.24477,Magnoteuthis magna
7.4437,0.29496,Makiyamaia gravis
9.6049,0.31231,Malea pomum
12.669,0.52795,Malea ringens
6.298,0.18777,Malletia cumingii
3.6135,1.3885,Malletia johnsoni
2.5942,1.5253,Malletia obtusa
8.6115,0.28391,Malleus candeanus
6.0632,0.28393,Malluvium calcareum
6.5894,-0.086958,Malluvium devotum
4.8427,-0.035251,Mammilla mammata
4.4156,-0.073661,Mammilla maura
1.7743,-1.7369,Mammilla melanostoma
4.9709,-0.24221,Manaria brevicaudata
5.4515,0.086231,Mangelia attenuata
5.3149,0.094563,Mangelia costata
5.4324,0.1273,Mangelia costulata
5.109,0.031273,Mangelia multilineolata
4.9494,-0.016554,Mangelia unifasciata
5.1116,0.041878,Mangelia vauquelini
4.7995,-0.017633,Manupecten pesfelis
5.1885,0.036808,Manzonia crassa
1.0256,-1.9699,Maoricardium pseudolatum
5.3437,0.098776,Maoricrypta sodalis
1.0092,1.204,Margarella antarctica
32.56,-0.586,Margarella crebrilirulata
5.9923,-0.060884,Margarella expansa
4.1012,0.17338,Margarella porcellana
1.2031,1.0149,Margarella refulgens
4.1994,0.14804,Margarella tropidophoroides
5.0393,0.028484,Margarella violacea
1.0186,1.9301,Margarites biconica
4.367,1.0796,Margarites costalis
6.7353,0.38384,Margarites groenlandicus
5.2227,0.17895,Margarites helicinus
4.1026,0.90794,Margarites pupillus
2.4901,1.9389,Margarites ryukyuensis
1.7402,0.61106,Margarites vahlii
