family,hook,leader,location,flagstate,source,group,sample_size,estimate,scientific_name,gear_class,max_size_cm,median_depth,reproductive_mode,ventilation_method,estimate_type,redlist_category,genus,ac,habitat
Sphyrnidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,47,0.6595744680851063,Sphyrna mokarran,longline,610,150,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,7.3981,pelagic
Sphyrnidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,3,0.3333333333333333,Sphyrna mokarran,longline,610,150,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,7.3981,pelagic
Sphyrnidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,13,0.3076923076923077,Sphyrna mokarran,longline,610,150,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,7.3981,pelagic
Sphyrnidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,6,0.6666666666666666,Sphyrna mokarran,longline,610,150,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,7.3981,pelagic
Sphyrnidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,5,0.8,Sphyrna mokarran,longline,610,150,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,7.3981,pelagic
Lamnidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,1,0,Carcharodon carcharias,longline,594.4,600,matrotrophic viviparity,ram,at-vessel mortality,,Carcharodon,7.7326,pelagic
Centrophoridae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,1,0,Centrophorus granulosus,longline,176,775,lecithotrophic viviparity,stationary,at-vessel mortality,,Centrophorus,9.3579,demersal
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,1,0,Negaprion brevirostris,longline,368,60,matrotrophic viviparity,ram,at-vessel mortality,,Negaprion,7.4039,pelagic
Lamnidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,117,0.4871794871794872,Isurus paucus,longline,427,876,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,10.319,pelagic
Lamnidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,33,0.5454545454545454,Isurus paucus,longline,427,876,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,10.319,pelagic
Lamnidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,5,0.4,Isurus paucus,longline,427,876,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,10.319,pelagic
Lamnidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,2,1,Isurus paucus,longline,427,876,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,10.319,pelagic
Lamnidae,c,other,Western Atlantic,USA,Gilman et al (2022),Sharks,2,1,Isurus paucus,longline,427,876,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,10.319,pelagic
Lamnidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,83,0.5783132530120482,Isurus paucus,longline,427,876,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,10.319,pelagic
Lamnidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,33,0.4545454545454546,Isurus paucus,longline,427,876,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,10.319,pelagic
Lamnidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,7,0.2857142857142857,Isurus paucus,longline,427,876,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,10.319,pelagic
Lamnidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,38,0.5789473684210527,Isurus paucus,longline,427,876,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,10.319,pelagic
Lamnidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,3,0,Isurus paucus,longline,427,876,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,10.319,pelagic
Lamnidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,15,0.4,Isurus paucus,longline,427,876,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,10.319,pelagic
Mobulidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Batoids,3,0.3333333333333333,Mobula birostris,longline,700,500,matrotrophic viviparity,ram,at-vessel mortality,,Mobula,6.353,pelagic
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,1062,0.6911487758945386,Carcharhinus signatus,longline,280,300,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.667,pelagic
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,254,0.7362204724409449,Carcharhinus signatus,longline,280,300,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.667,pelagic
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,13,0.4615384615384616,Carcharhinus signatus,longline,280,300,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.667,pelagic
Carcharhinidae,c,other,Western Atlantic,USA,Gilman et al (2022),Sharks,4,0.5,Carcharhinus signatus,longline,280,300,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.667,pelagic
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,142,0.5563380281690141,Carcharhinus signatus,longline,280,300,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.667,pelagic
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,544,0.8216911764705882,Carcharhinus signatus,longline,280,300,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.667,pelagic
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,35,0.6,Carcharhinus signatus,longline,280,300,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.667,pelagic
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,89,0.6292134831460674,Carcharhinus signatus,longline,280,300,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.667,pelagic
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,262,0.7900763358778626,Carcharhinus signatus,longline,280,300,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.667,pelagic
Carcharhinidae,other,other,Western Atlantic,USA,Gilman et al (2022),Sharks,1,1,Carcharhinus signatus,longline,280,300,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.667,pelagic
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,119,0.33613445378151263,Carcharhinus signatus,longline,280,300,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.667,pelagic
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,14,0.5,Carcharhinus signatus,longline,280,300,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.667,pelagic
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,74,0.7567567567567568,Carcharhinus signatus,longline,280,300,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.667,pelagic
Ginglymostomatidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,1,0,Ginglymostoma cirratum,longline,308,65,lecithotrophic viviparity,stationary,at-vessel mortality,,Ginglymostoma,3.1785,pelagic
Ginglymostomatidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,1,0,Ginglymostoma cirratum,longline,308,65,lecithotrophic viviparity,ram,at-vessel mortality,,Ginglymostoma,3.1785,pelagic
Ginglymostomatidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,1,0,Ginglymostoma cirratum,longline,308,65,lecithotrophic oviparity,stationary,at-vessel mortality,,Ginglymostoma,3.1785,pelagic
Ginglymostomatidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,3,0,Ginglymostoma cirratum,longline,308,65,lecithotrophic viviparity,stationary,at-vessel mortality,,Ginglymostoma,3.1785,pelagic
Ginglymostomatidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,3,0,Ginglymostoma cirratum,longline,308,65,lecithotrophic viviparity,ram,at-vessel mortality,,Ginglymostoma,3.1785,pelagic
Ginglymostomatidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,3,0,Ginglymostoma cirratum,longline,308,65,lecithotrophic oviparity,stationary,at-vessel mortality,,Ginglymostoma,3.1785,pelagic
Ginglymostomatidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,1,0,Ginglymostoma cirratum,longline,308,65,lecithotrophic viviparity,stationary,at-vessel mortality,,Ginglymostoma,3.1785,pelagic
Ginglymostomatidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,1,0,Ginglymostoma cirratum,longline,308,65,lecithotrophic viviparity,ram,at-vessel mortality,,Ginglymostoma,3.1785,pelagic
Ginglymostomatidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,1,0,Ginglymostoma cirratum,longline,308,65,lecithotrophic oviparity,stationary,at-vessel mortality,,Ginglymostoma,3.1785,pelagic
Carcharhinidae,c,other,Western Atlantic,USA,Gilman et al (2022),Sharks,1,0,Carcharhinus longimanus,longline,350,541,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.5821,pelagic
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,170,0.19411764705882353,Carcharhinus longimanus,longline,350,541,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.5821,pelagic
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,39,0.10256410256410256,Carcharhinus longimanus,longline,350,541,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.5821,pelagic
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,3,0,Carcharhinus longimanus,longline,350,541,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.5821,pelagic
Carcharhinidae,c,other,Western Atlantic,USA,Gilman et al (2022),Sharks,3,0,Carcharhinus longimanus,longline,350,541,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.5821,pelagic
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,186,0.23118279569892472,Carcharhinus longimanus,longline,350,541,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.5821,pelagic
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,69,0.2898550724637681,Carcharhinus longimanus,longline,350,541,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.5821,pelagic
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,13,0.2307692307692308,Carcharhinus longimanus,longline,350,541,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.5821,pelagic
Carcharhinidae,j,wire,Western Atlantic,USA,Gilman et al (2022),Sharks,1,1,Carcharhinus longimanus,longline,350,541,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.5821,pelagic
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,1,0,Carcharhinus longimanus,longline,350,541,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.5821,pelagic
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,67,0.23880597014925373,Carcharhinus longimanus,longline,350,541,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.5821,pelagic
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,16,0.375,Carcharhinus longimanus,longline,350,541,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.5821,pelagic
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,1,0,Carcharhinus longimanus,longline,350,541,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.5821,pelagic
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,5,0.4,Carcharhinus longimanus,longline,350,541,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.5821,pelagic
Dasyatidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Batoids,3385,0.00324963072378138,Pteroplatytrygon violacea,longline,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,pelagic
Dasyatidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Batoids,84,0,Pteroplatytrygon violacea,longline,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,pelagic
Dasyatidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Batoids,189,0.01058201058201058,Pteroplatytrygon violacea,longline,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,pelagic
Dasyatidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Batoids,16,0,Pteroplatytrygon violacea,longline,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,pelagic
Dasyatidae,c,other,Western Atlantic,USA,Gilman et al (2022),Batoids,33,0,Pteroplatytrygon violacea,longline,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,pelagic
Dasyatidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Batoids,5167,0.00290303851364428,Pteroplatytrygon violacea,longline,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,pelagic
Dasyatidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Batoids,77,0,Pteroplatytrygon violacea,longline,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,pelagic
Dasyatidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Batoids,149,0,Pteroplatytrygon violacea,longline,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,pelagic
Dasyatidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Batoids,26,0,Pteroplatytrygon violacea,longline,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,pelagic
Dasyatidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Batoids,3,0,Pteroplatytrygon violacea,longline,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,pelagic
Dasyatidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Batoids,1,0,Pteroplatytrygon violacea,longline,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,pelagic
Dasyatidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Batoids,2,0,Pteroplatytrygon violacea,longline,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,pelagic
Dasyatidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Batoids,5,0,Pteroplatytrygon violacea,longline,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,pelagic
Lamnidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,157,0.2484076433121019,Lamna nasus,longline,365,904.5,matrotrophic viviparity,ram,at-vessel mortality,,Lamna,6.2338,pelagic
Lamnidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,775,0.38838709677419353,Lamna nasus,longline,365,904.5,matrotrophic viviparity,ram,at-vessel mortality,,Lamna,6.2338,pelagic
Lamnidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,4,0.25,Lamna nasus,longline,365,904.5,matrotrophic viviparity,ram,at-vessel mortality,,Lamna,6.2338,pelagic
Lamnidae,j,other,Western Atlantic,USA,Gilman et al (2022),Sharks,4,0.5,Lamna nasus,longline,365,904.5,matrotrophic viviparity,ram,at-vessel mortality,,Lamna,6.2338,pelagic
Lamnidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,13,0.4615384615384616,Lamna nasus,longline,365,904.5,matrotrophic viviparity,ram,at-vessel mortality,,Lamna,6.2338,pelagic
Lamnidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,13,0.2307692307692308,Lamna nasus,longline,365,904.5,matrotrophic viviparity,ram,at-vessel mortality,,Lamna,6.2338,pelagic
Lamnidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,4,0.75,Lamna nasus,longline,365,904.5,matrotrophic viviparity,ram,at-vessel mortality,,Lamna,6.2338,pelagic
Lamnidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,2,1,Lamna nasus,longline,365,904.5,matrotrophic viviparity,ram,at-vessel mortality,,Lamna,6.2338,pelagic
Lamnidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,5,0.2,Lamna nasus,longline,365,904.5,matrotrophic viviparity,ram,at-vessel mortality,,Lamna,6.2338,pelagic
Odontaspididae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,1,0,Carcharias taurus,longline,325,116,matrotrophic viviparity,ram,at-vessel mortality,,Carcharias,9.0956,pelagic
Odontaspididae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,2,0,Carcharias taurus,longline,325,116,matrotrophic viviparity,ram,at-vessel mortality,,Carcharias,9.0956,pelagic
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,245,0.3020408163265306,Carcharhinus plumbeus,longline,243,140,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,15.327,pelagic
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,361,0.5263157894736842,Carcharhinus plumbeus,longline,243,140,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,15.327,pelagic
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,53,0.41509433962264153,Carcharhinus plumbeus,longline,243,140,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,15.327,pelagic
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,1,1,Carcharhinus plumbeus,longline,243,140,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,15.327,pelagic
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,169,0.1834319526627219,Carcharhinus plumbeus,longline,243,140,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,15.327,pelagic
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,2,0.5,Carcharhinus plumbeus,longline,243,140,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,15.327,pelagic
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,77,0.35064935064935066,Carcharhinus plumbeus,longline,243,140,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,15.327,pelagic
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,28,0.32142857142857145,Carcharhinus plumbeus,longline,243,140,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,15.327,pelagic
Carcharhinidae,j,wire,Western Atlantic,USA,Gilman et al (2022),Sharks,1,0,Carcharhinus plumbeus,longline,243,140,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,15.327,pelagic
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,41,0.34146341463414637,Carcharhinus plumbeus,longline,243,140,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,15.327,pelagic
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,64,0.1875,Carcharhinus plumbeus,longline,243,140,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,15.327,pelagic
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,140,0.2714285714285714,Carcharhinus plumbeus,longline,243,140,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,15.327,pelagic
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,153,0.0326797385620915,Carcharhinus plumbeus,longline,243,140,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,15.327,pelagic
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,109,0.06422018348623854,Carcharhinus plumbeus,longline,243,140,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,15.327,pelagic
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,17,0.17647058823529413,Carcharhinus plumbeus,longline,243,140,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,15.327,pelagic
Sphyrnidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,940,0.5276595744680851,Sphyrna lewini,longline,430,521.5,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,14.608,pelagic
Sphyrnidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,194,0.5360824742268041,Sphyrna lewini,longline,430,521.5,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,14.608,pelagic
Sphyrnidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,164,0.1951219512195122,Sphyrna lewini,longline,430,521.5,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,14.608,pelagic
Sphyrnidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,38,0.6578947368421053,Sphyrna lewini,longline,430,521.5,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,14.608,pelagic
