family,hook,leader,location,flagstate,source,group,sample_size,estimate,scientific_name,gear_class,habitat_associated,max_size_cm,median_depth,reproductive_mode,ventilation_method,estimate_type,redlist_category,genus,ac,superorder,order,parity_mode,trophic_mode,vertebrate_reproductive_category,reference
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,6,0.8333333333333334,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,3,0,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,185,0.15135135135135136,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,other,Western Atlantic,USA,Gilman et al (2022),Sharks,43,0.04651162790697674,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,2828,0.12942008486562942,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,319,0.0877742946708464,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,69,0.08695652173913043,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,37,0.02702702702702703,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,other,Western Atlantic,USA,Gilman et al (2022),Sharks,2,0,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,8948,0.13388466696468485,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,other,other,Western Atlantic,USA,Gilman et al (2022),Sharks,1,0,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,3913,0.17096856631740354,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,95,0.07368421052631578,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,81,0.20987654320987653,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,190,0.13157894736842105,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,7411,0.1992983403049521,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,6,0,Carcharhinus leucas,longline,reef-associated,366,82.5,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,6.6321,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,2,0,Carcharhinus leucas,longline,reef-associated,366,82.5,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,6.6321,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,4,0,Carcharhinus leucas,longline,reef-associated,366,82.5,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,6.6321,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,6,0.3333333333333333,Carcharhinus leucas,longline,reef-associated,366,82.5,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,6.6321,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,2,0,Carcharhinus leucas,longline,reef-associated,366,82.5,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,6.6321,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,1,1,Carcharhinus leucas,longline,reef-associated,366,82.5,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,6.6321,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,11,0.18181818181818185,Carcharhinus leucas,longline,reef-associated,366,82.5,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,6.6321,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,1,0,Carcharhinus leucas,longline,reef-associated,366,82.5,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,6.6321,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,1,1,Carcharhinus perezi,longline,reef-associated,295,189,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.6352,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,5,0.2,Carcharhinus perezi,longline,reef-associated,295,189,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.6352,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Mobulidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Batoids,8,0,Mobula tarapacana,longline,reef-associated,370,948,matrotrophic viviparity,ram,at-vessel mortality,,Mobula,6.164,,,,,,
Mobulidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Batoids,6,0,Mobula tarapacana,longline,reef-associated,370,948,matrotrophic viviparity,ram,at-vessel mortality,,Mobula,6.164,,,,,,
Alopiidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,88,0.375,Alopias vulpinus,longline,pelagic-oceanic,573.3,325,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,8.7014,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,66,0.30303030303030304,Alopias vulpinus,longline,pelagic-oceanic,573.3,325,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,8.7014,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,206,0.24757281553398056,Alopias vulpinus,longline,pelagic-oceanic,573.3,325,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,8.7014,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,2,0.5,Alopias vulpinus,longline,pelagic-oceanic,573.3,325,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,8.7014,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,c,other,Western Atlantic,USA,Gilman et al (2022),Sharks,1,1,Alopias vulpinus,longline,pelagic-oceanic,573.3,325,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,8.7014,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,22,0.6363636363636364,Alopias vulpinus,longline,pelagic-oceanic,573.3,325,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,8.7014,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,3,0,Alopias vulpinus,longline,pelagic-oceanic,573.3,325,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,8.7014,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,3,0.6666666666666666,Alopias vulpinus,longline,pelagic-oceanic,573.3,325,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,8.7014,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,26,0.34615384615384615,Alopias vulpinus,longline,pelagic-oceanic,573.3,325,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,8.7014,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,28,0.10714285714285714,Alopias vulpinus,longline,pelagic-oceanic,573.3,325,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,8.7014,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,8,0.125,Alopias vulpinus,longline,pelagic-oceanic,573.3,325,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,8.7014,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,15,0.3333333333333333,Alopias vulpinus,longline,pelagic-oceanic,573.3,325,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,8.7014,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,12,0.4166666666666667,Alopias vulpinus,longline,pelagic-oceanic,573.3,325,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,8.7014,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,4,0.25,Alopias vulpinus,longline,pelagic-oceanic,573.3,325,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,8.7014,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,16,0.375,Alopias vulpinus,longline,pelagic-oceanic,573.3,325,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,8.7014,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Dalatiidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,1,1,Isistius brasiliensis,longline,bathypelagic,42,1850,lecithotrophic viviparity,ram,at-vessel mortality,,Isistius,15.604,Squalimorphs,Squaliformes,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,S4
Pseudocarchariidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,1,1,Pseudocarcharias kamoharai,longline,pelagic-oceanic,122,295,matrotrophic viviparity,ram,at-vessel mortality,,Pseudocarcharias,5.2458,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Pseudocarchariidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,1,0,Pseudocarcharias kamoharai,longline,pelagic-oceanic,122,295,matrotrophic viviparity,ram,at-vessel mortality,,Pseudocarcharias,5.2458,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,177,0.327683615819209,Carcharhinus obscurus,longline,reef-associated,420,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.0963,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,53,0.3584905660377358,Carcharhinus obscurus,longline,reef-associated,420,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.0963,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,14,0.2857142857142857,Carcharhinus obscurus,longline,reef-associated,420,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.0963,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,other,Western Atlantic,USA,Gilman et al (2022),Sharks,1,0,Carcharhinus obscurus,longline,reef-associated,420,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.0963,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,163,0.26993865030674846,Carcharhinus obscurus,longline,reef-associated,420,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.0963,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,53,0.16981132075471697,Carcharhinus obscurus,longline,reef-associated,420,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.0963,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,3,0,Carcharhinus obscurus,longline,reef-associated,420,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.0963,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,19,0.3157894736842105,Carcharhinus obscurus,longline,reef-associated,420,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.0963,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,478,0.4435146443514644,Carcharhinus obscurus,longline,reef-associated,420,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.0963,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,116,0.25862068965517243,Carcharhinus obscurus,longline,reef-associated,420,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.0963,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,wire,Western Atlantic,USA,Gilman et al (2022),Sharks,1,0,Carcharhinus obscurus,longline,reef-associated,420,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.0963,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,91,0.05494505494505494,Carcharhinus obscurus,longline,reef-associated,420,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.0963,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,240,0.35,Carcharhinus obscurus,longline,reef-associated,420,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.0963,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,372,0.5940860215053764,Carcharhinus obscurus,longline,reef-associated,420,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.0963,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,86,0.3023255813953488,Carcharhinus obscurus,longline,reef-associated,420,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.0963,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,155,0.3032258064516129,Carcharhinus obscurus,longline,reef-associated,420,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.0963,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,28,0.5,Carcharhinus obscurus,longline,reef-associated,420,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.0963,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,57,0.5263157894736842,Carcharhinus obscurus,longline,reef-associated,420,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.0963,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,1,0,Carcharhinus isodon,longline,demersal,200,10,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,16.403,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Sphyrnidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,132,0.5984848484848485,Sphyrna mokarran,longline,pelagic-oceanic,610,150,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,7.3981,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Sphyrnidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,13,0.4615384615384616,Sphyrna mokarran,longline,pelagic-oceanic,610,150,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,7.3981,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Sphyrnidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,5,1,Sphyrna mokarran,longline,pelagic-oceanic,610,150,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,7.3981,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Sphyrnidae,c,other,Western Atlantic,USA,Gilman et al (2022),Sharks,1,1,Sphyrna mokarran,longline,pelagic-oceanic,610,150,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,7.3981,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Sphyrnidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,17,0.5882352941176471,Sphyrna mokarran,longline,pelagic-oceanic,610,150,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,7.3981,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Sphyrnidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,47,0.6595744680851063,Sphyrna mokarran,longline,pelagic-oceanic,610,150,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,7.3981,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
