family,hook,leader,location,flagstate,source,group,sample_size,estimate,scientific_name,gear_class,habitat_associated,max_size_cm,median_depth,reproductive_mode,ventilation_method,estimate_type,redlist_category,genus,ac,superorder,order,parity_mode,trophic_mode,vertebrate_reproductive_category,reference
Lamnidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,16,0.125,Isurus oxyrinchus,longline,pelagic-oceanic,445,375,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,13.922,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,448,0.4977678571428571,Carcharhinus falciformis,longline,reef-associated,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,950,0.3726315789473684,Carcharhinus falciformis,longline,reef-associated,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,67,0.31343283582089554,Carcharhinus falciformis,longline,reef-associated,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,1118,0.4293381037567084,Carcharhinus falciformis,longline,reef-associated,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,1,1,Carcharhinus falciformis,longline,reef-associated,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,52,0.4423076923076923,Carcharhinus falciformis,longline,reef-associated,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,other,Western Atlantic,USA,Gilman et al (2022),Sharks,1,1,Carcharhinus falciformis,longline,reef-associated,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,353,0.5977337110481586,Carcharhinus falciformis,longline,reef-associated,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,wire,Western Atlantic,USA,Gilman et al (2022),Sharks,69,0.13043478260869565,Carcharhinus falciformis,longline,reef-associated,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,80,0.475,Carcharhinus falciformis,longline,reef-associated,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,wire,Western Atlantic,USA,Gilman et al (2022),Sharks,1,0,Carcharhinus falciformis,longline,reef-associated,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,other,Western Atlantic,USA,Gilman et al (2022),Sharks,2,1,Carcharhinus falciformis,longline,reef-associated,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,201,0.47761194029850745,Carcharhinus falciformis,longline,reef-associated,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,15,0.4666666666666667,Carcharhinus falciformis,longline,reef-associated,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,39,0.4871794871794872,Carcharhinus falciformis,longline,reef-associated,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,76,0.6578947368421053,Carcharhinus falciformis,longline,reef-associated,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Triakidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,1,1,Mustelus canis,longline,demersal,155,404,lecithotrophic viviparity,ram,at-vessel mortality,,Mustelus,8.0434,,,,,,
Sphyrnidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,5,0.2,Sphyrna zygaena,longline,pelagic-oceanic,400,100,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,10.906,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Sphyrnidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,1,1,Sphyrna zygaena,longline,pelagic-oceanic,400,100,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,10.906,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Sphyrnidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,2,0.5,Sphyrna zygaena,longline,pelagic-oceanic,400,100,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,10.906,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,132,0.6818181818181818,Carcharhinus brevipinna,longline,reef-associated,304,100,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.685,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,other,Western Atlantic,USA,Gilman et al (2022),Sharks,1,0,Carcharhinus brevipinna,longline,reef-associated,304,100,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.685,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,63,0.7301587301587301,Carcharhinus brevipinna,longline,reef-associated,304,100,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.685,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,18,0.7777777777777778,Carcharhinus brevipinna,longline,reef-associated,304,100,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.685,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,7,1,Carcharhinus brevipinna,longline,reef-associated,304,100,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.685,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,2,0.5,Carcharhinus brevipinna,longline,reef-associated,304,100,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.685,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,1,1,Carcharhinus brevipinna,longline,reef-associated,304,100,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.685,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,4,0.25,Carcharhinus brevipinna,longline,reef-associated,304,100,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.685,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Squalidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,1,0,Squalus acanthias,longline,benthopelagic,200,989,lecithotrophic viviparity,stationary,at-vessel mortality,,Squalus,8.2153,Squalimorphs,Squaliformes,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,S4
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,284,0.04577464788732394,Galeocerdo cuvier,longline,benthopelagic,740,556,matrotrophic viviparity,ram,at-vessel mortality,,Galeocerdo,12.342,,,,,,
Carcharhinidae,c,wire,Western Atlantic,USA,Gilman et al (2022),Sharks,1,0,Galeocerdo cuvier,longline,benthopelagic,740,556,matrotrophic viviparity,ram,at-vessel mortality,,Galeocerdo,12.342,,,,,,
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,450,0.06222222222222222,Galeocerdo cuvier,longline,benthopelagic,740,556,matrotrophic viviparity,ram,at-vessel mortality,,Galeocerdo,12.342,,,,,,
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,114,0.07017543859649122,Galeocerdo cuvier,longline,benthopelagic,740,556,matrotrophic viviparity,ram,at-vessel mortality,,Galeocerdo,12.342,,,,,,
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,515,0.04077669902912621,Galeocerdo cuvier,longline,benthopelagic,740,556,matrotrophic viviparity,ram,at-vessel mortality,,Galeocerdo,12.342,,,,,,
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,6,0.16666666666666666,Galeocerdo cuvier,longline,benthopelagic,740,556,matrotrophic viviparity,ram,at-vessel mortality,,Galeocerdo,12.342,,,,,,
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,26,0,Galeocerdo cuvier,longline,benthopelagic,740,556,matrotrophic viviparity,ram,at-vessel mortality,,Galeocerdo,12.342,,,,,,
Carcharhinidae,j,wire,Western Atlantic,USA,Gilman et al (2022),Sharks,1,0,Galeocerdo cuvier,longline,benthopelagic,740,556,matrotrophic viviparity,ram,at-vessel mortality,,Galeocerdo,12.342,,,,,,
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,30,0,Galeocerdo cuvier,longline,benthopelagic,740,556,matrotrophic viviparity,ram,at-vessel mortality,,Galeocerdo,12.342,,,,,,
Carcharhinidae,j,other,Western Atlantic,USA,Gilman et al (2022),Sharks,2,0,Galeocerdo cuvier,longline,benthopelagic,740,556,matrotrophic viviparity,ram,at-vessel mortality,,Galeocerdo,12.342,,,,,,
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,72,0.05555555555555555,Galeocerdo cuvier,longline,benthopelagic,740,556,matrotrophic viviparity,ram,at-vessel mortality,,Galeocerdo,12.342,,,,,,
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,7,0,Galeocerdo cuvier,longline,benthopelagic,740,556,matrotrophic viviparity,ram,at-vessel mortality,,Galeocerdo,12.342,,,,,,
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,7,0.14285714285714285,Galeocerdo cuvier,longline,benthopelagic,740,556,matrotrophic viviparity,ram,at-vessel mortality,,Galeocerdo,12.342,,,,,,
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,4,0,Galeocerdo cuvier,longline,benthopelagic,740,556,matrotrophic viviparity,ram,at-vessel mortality,,Galeocerdo,12.342,,,,,,
Somniosidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,1,0,Scymnodon ichiharai,longline,bathypelagic,151.1,640,lecithotrophic viviparity,stationary,at-vessel mortality,,Scymnodon,3.9064,,,,,,
Somniosidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,1,1,Scymnodon ichiharai,longline,bathypelagic,151.1,640,lecithotrophic viviparity,stationary,at-vessel mortality,,Scymnodon,3.9064,,,,,,
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,3,0.3333333333333333,Rhizoprionodon terraenovae,longline,demersal,113,140,matrotrophic viviparity,ram,at-vessel mortality,,Rhizoprionodon,6.7403,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,43,0.11627906976744186,Rhizoprionodon terraenovae,longline,demersal,113,140,matrotrophic viviparity,ram,at-vessel mortality,,Rhizoprionodon,6.7403,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,42,0.6428571428571429,Rhizoprionodon terraenovae,longline,demersal,113,140,matrotrophic viviparity,ram,at-vessel mortality,,Rhizoprionodon,6.7403,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,14,0.42857142857142855,Rhizoprionodon terraenovae,longline,demersal,113,140,matrotrophic viviparity,ram,at-vessel mortality,,Rhizoprionodon,6.7403,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,157,0.5668789808917197,Rhizoprionodon terraenovae,longline,demersal,113,140,matrotrophic viviparity,ram,at-vessel mortality,,Rhizoprionodon,6.7403,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,1,0,Rhizoprionodon terraenovae,longline,demersal,113,140,matrotrophic viviparity,ram,at-vessel mortality,,Rhizoprionodon,6.7403,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Cetorhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,4,0.5,Cetorhinus maximus,longline,pelagic-oceanic,,,,,at-vessel mortality,,Cetorhinus,7.3075,,,,,,
Cetorhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,1,0,Cetorhinus maximus,longline,pelagic-oceanic,,,,,at-vessel mortality,,Cetorhinus,7.3075,,,,,,
Cetorhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,2,0,Cetorhinus maximus,longline,pelagic-oceanic,,,,,at-vessel mortality,,Cetorhinus,7.3075,,,,,,
Cetorhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,1,0,Cetorhinus maximus,longline,pelagic-oceanic,,,,,at-vessel mortality,,Cetorhinus,7.3075,,,,,,
Alopiidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,334,0.5,Alopias superciliosus,longline,pelagic-oceanic,484,361.5,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,11.023,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,45,0.5333333333333333,Alopias superciliosus,longline,pelagic-oceanic,484,361.5,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,11.023,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,16,0.5,Alopias superciliosus,longline,pelagic-oceanic,484,361.5,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,11.023,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,19,0.3157894736842105,Alopias superciliosus,longline,pelagic-oceanic,484,361.5,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,11.023,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,c,other,Western Atlantic,USA,Gilman et al (2022),Sharks,3,0.6666666666666666,Alopias superciliosus,longline,pelagic-oceanic,484,361.5,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,11.023,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,139,0.5035971223021583,Alopias superciliosus,longline,pelagic-oceanic,484,361.5,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,11.023,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,2,0.5,Alopias superciliosus,longline,pelagic-oceanic,484,361.5,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,11.023,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,200,0.34,Alopias superciliosus,longline,pelagic-oceanic,484,361.5,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,11.023,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,24,0.375,Alopias superciliosus,longline,pelagic-oceanic,484,361.5,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,11.023,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,j,other,Western Atlantic,USA,Gilman et al (2022),Sharks,1,1,Alopias superciliosus,longline,pelagic-oceanic,484,361.5,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,11.023,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,95,0.47368421052631576,Alopias superciliosus,longline,pelagic-oceanic,484,361.5,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,11.023,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,41,0.2682926829268293,Alopias superciliosus,longline,pelagic-oceanic,484,361.5,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,11.023,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,5,0,Alopias superciliosus,longline,pelagic-oceanic,484,361.5,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,11.023,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,55,0.3636363636363637,Alopias superciliosus,longline,pelagic-oceanic,484,361.5,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,11.023,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,4,0,Carcharhinus altimus,longline,reef-associated,300,405,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,17.283,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,2,1,Carcharhinus altimus,longline,reef-associated,300,405,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,17.283,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,32,0.6875,Carcharhinus altimus,longline,reef-associated,300,405,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,17.283,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,4,0.5,Carcharhinus altimus,longline,reef-associated,300,405,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,17.283,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,2,0,Carcharhinus altimus,longline,reef-associated,300,405,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,17.283,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,3,1,Carcharhinus acronotus,longline,reef-associated,164,51.5,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,8.3419,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,1,1,Carcharhinus acronotus,longline,reef-associated,164,51.5,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,8.3419,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,17,0.29411764705882354,Carcharhinus limbatus,longline,reef-associated,286,70,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.7253,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,1,1,Carcharhinus limbatus,longline,reef-associated,286,70,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.7253,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,6,0.3333333333333333,Carcharhinus limbatus,longline,reef-associated,286,70,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.7253,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,20,0.8,Carcharhinus limbatus,longline,reef-associated,286,70,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.7253,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,13,0.6153846153846154,Carcharhinus limbatus,longline,reef-associated,286,70,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.7253,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,j,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,30,0.6333333333333333,Carcharhinus limbatus,longline,reef-associated,286,70,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.7253,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,17,0.6470588235294118,Carcharhinus limbatus,longline,reef-associated,286,70,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.7253,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,1,1,Carcharhinus limbatus,longline,reef-associated,286,70,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.7253,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,11,0.4545454545454546,Carcharhinus limbatus,longline,reef-associated,286,70,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.7253,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,other,Western Atlantic,USA,Gilman et al (2022),Sharks,4,0,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,17014,0.11472904666745032,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,18467,0.1862240753777008,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,856,0.11682242990654206,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,169,0.10059171597633136,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,other,Western Atlantic,USA,Gilman et al (2022),Sharks,60,0.03333333333333333,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,c,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,11578,0.09846260148557608,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,other,mono,Western Atlantic,USA,Gilman et al (2022),Sharks,116,0.1810344827586207,Prionace glauca,longline,pelagic-oceanic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
