scientific_name,common_name.x,family,lifestage,gear_class,gear_type,fishery_type,target_fishery_species,target_fishery_common,flagstate,ocean,ocean_region,rfmo,location,habitat,estimate_type,estimate,sample_size,method,start_year,end_year,time_scale,ventilation_method,max_size_cm,measure,growth_rate_r,median_depth,geographic_range,reproductive_mode,median_temp,habitat_associated,reference,notes,reviewer,stock_code,spec_code,species_ref_no,fam_code,genus.x,species.x,f_bname.x,genus.y,species.y,f_bname.y,common_name.y
Leucoraja erinacea,little skate,Rajidae,,trawl,,research,,,,Atlantic,W,,Gulf of Maine,coastal,post-release mortality,0.143,251,captivity after fishing,2009,2011,sporadic,stationary,62,total_length,,462,,oviparous,,demersal,Mandelman et al 2013,Mortality assessed by keeping skates in pens on the vessel for 72h.,LF,,,,,,,,,,,
Malacoraja senta,smooth skate,Rajidae,,trawl,,research,,,,Atlantic,W,,Gulf of Maine,coastal,post-release mortality,0.586,58,captivity after fishing,2009,2011,sporadic,stationary,71,total_length,,730.5,,oviparous,,bathydemersal,Mandelman et al 2013,Mortality assessed by keeping skates in pens on the vessel for 72h.,LF,,,,,Malacoraja,senta,Smooth skate,Malacoraja,senta,Smooth skate,smooth skate
Amblyraja radiata,thorny skate,Rajidae,,trawl,,research,,,,Atlantic,W,,Gulf of Maine,coastal,post-release mortality,0.196,407,captivity after fishing,2009,2011,sporadic,stationary,111,total_length,,773,,oviparous,,demersal,Mandelman et al 2013,Mortality assessed by keeping skates in pens on the vessel for 72h.,LF,,,,,,,,Amblyraja,radiata,Starry ray,starry ray
Leucoraja ocellata,winter skate,Rajidae,,trawl,,research,,,,Atlantic,W,,Gulf of Maine,coastal,post-release mortality,0.077,572,captivity after fishing,2009,2011,sporadic,stationary,113,total_length,,363.5,,oviparous,,demersal,Mandelman et al 2013,Mortality assessed by keeping skates in pens on the vessel for 72h.,LF,,,,,Leucoraja,ocellata,Winter skate,Leucoraja,ocellata,Winter skate,winter skate
Raja undulata,undulate ray,Rajidae,,longline,,research,,,,Atlantic,E,,Galicia,coastal,post-release survival,1,2,satellite tag,2020,2020,sporadic,stationary,114,total_length,,102,,oviparous,,demersal,Alonso-Fernandez et al (2022),Survival assessed  at the short and long terms but we only record proportions for long-term survival (more than 72h after capture),LF,,,,,Raja,undulata,Undulate ray,Raja,undulata,Undulate ray,undulate ray
Raja brachyura,blonde ray,Rajidae,,longline,,research,,,,Atlantic,E,,Galicia,coastal,post-release survival,1,3,satellite tag,2020,2020,sporadic,stationary,120,total_length,,455,,oviparous,,demersal,Alonso-Fernandez et al (2022),Survival assessed  at the short and long terms but we only record proportions for long-term survival (more than 72h after capture),LF,,,,,Raja,brachyura,Blonde ray,Raja,brachyura,Blonde ray,blonde ray
Raja clavata,thornback ray,Rajidae,,longline,,research,,,,Atlantic,E,,Galicia,coastal,post-release survival,0.667,14,satellite tag,2020,2020,sporadic,stationary,130,total_length,,513.5,,oviparous,,demersal,Alonso-Fernandez et al (2022),Survival assessed  at the short and long terms but we only record proportions for long-term survival (more than 72h after capture),LF,,,,,Raja,clavata,Thornback ray,Raja,clavata,Thornback ray,thornback ray
Scyliorhinus canicula,lesser spotted dogfish shark,Scyliorhinidae,,longline,,research,,,,Atlantic,E,,Galicia,coastal,post-release survival,0.926,18,satellite tag,2020,2020,sporadic,stationary,100,total_length,,400.5,,oviparous,,demersal,Alonso-Fernandez et al (2022),Survival assessed  at the short and long terms but we only record proportions for long-term survival (more than 72h after capture),LF,,,,,,,,Scyliorhinus,canicula,Lesser spotted dogfish,lesser spotted dogfish
Leucoraja ocellata,winter skate,Rajidae,,trawl,,single species,scallop,scallop,,Atlantic,W,,Canada,coastal,post-release survival,0.04,49,captivity after fishing,2006,2008,sporadic,stationary,113,total_length,,363.5,,oviparous,,demersal,Benoit et al (2010),Survival assessed based on captivity for 48h after fishing. Data for only the commercial fishery retained.,,,,,,Leucoraja,ocellata,Winter skate,Leucoraja,ocellata,Winter skate,winter skate
Trygonoptera testacea,common stingaree,Urolophidae,,trawl,,research,,,,Pacific,W,,Australia,coastal,post-release survival,0.66,187,captivity after fishing,2016,2016,sporadic,stationary,52,total_length,,67.5,,oviparous,,demersal,Campbell et al (2018),Survival assessed based on captivity for 72h on two different vessels.,,,,,,Trygonoptera,testacea,Common stingaree,Trygonoptera,testacea,Common stingaree,common stingaree
Aptychotrema rostrata,eastern shovelnose ray,Trygonorrhinidae,,trawl,,research,,,,Pacific,W,,Australia,coastal,post-release survival,0.39,155,captivity after fishing,2016,2016,sporadic,stationary,120,total_length,,110,,oviparous,,demersal,Campbell et al (2018),Survival assessed based on captivity for 72h on two different vessels.,,,,,,Aptychotrema,rostrata,Eastern shovelnose ray,Aptychotrema,rostrata,Eastern shovelnose ray,eastern shovelnose ray
Isurus oxyrinchus,shorftin mako shark,Lamnidae,,longline,,research,,,,Atlantic,W,,,pelagic,post-release mortality,0.25,34,satellite tag,2015,2018,sporadic,ram,445,total_length,,375,,oophagy,,pelagic,Domingo et al (2018),Mortality assessed based on different types of satellite tags,,,,,,,,,Isurus,oxyrinchus,Shortfin mako,shortfin mako
Carcharhinus falciformis,silky shark,Carcharhinidae,,purse seine,,research,,,,Pacific,E,,Ecuador,pelagic,at-vessel mortality,0.585,53,visual,2011,2012,sporadic,ram,350,total_length,,250,,placental viviparity,,reef-associated,Eddy et al (2016),,,,,,,Carcharhinus,falciformis,Silky shark,Carcharhinus,falciformis,Silky shark,silky shark
Isurus oxyrinchus,shortfin mako shark,Lamnidae,,purse seine,,research,,,,Pacific,E,,Ecuador,pelagic,at-vessel mortality,0,1,visual,2011,2012,sporadic,ram,445,total_length,,375,,oophagy,,pelagic,Eddy et al (2016),,,,,,,,,,Isurus,oxyrinchus,Shortfin mako,shortfin mako
Sphyrna lewini,scalloped hammerhead shark,Sphyrnidae,,purse seine,,research,,,,Pacific,E,,Ecuador,pelagic,at-vessel mortality,0,6,visual,2011,2012,sporadic,ram,430,total_length,,521.5,,placental viviparity,,pelagic,Eddy et al (2016),,,,,,,,,,Sphyrna,lewini,Scalloped hammerhead,scalloped hammerhead
Carcharhinus falciformis,silky shark,Carcharhinidae,,purse seine,,research,,,,Pacific,E,,Ecuador,pelagic,post-release mortality,0.33,53,satellite tag,2011,2012,sporadic,ram,350,total_length,,250,,placental viviparity,,reef-associated,Eddy et al (2016),,,,,,,Carcharhinus,falciformis,Silky shark,Carcharhinus,falciformis,Silky shark,silky shark
Isurus oxyrinchus,shortfin mako shark,Lamnidae,,purse seine,,research,,,,Pacific,E,,Ecuador,pelagic,post-release mortality,0,1,satellite tag,2011,2012,sporadic,ram,445,total_length,,375,,oophagy,,pelagic,Eddy et al (2016),,,,,,,,,,Isurus,oxyrinchus,Shortfin mako,shortfin mako
Sphyrna lewini,scalloped hammerhead shark,Sphyrnidae,,purse seine,,research,,,,Pacific,E,,Ecuador,pelagic,post-release mortality,0.5,6,satellite tag,2011,2012,sporadic,ram,430,total_length,,521.5,,placental viviparity,,pelagic,Eddy et al (2016),,,,,,,,,,Sphyrna,lewini,Scalloped hammerhead,scalloped hammerhead
Isurus oxyrinchus,shortfin mako shark,Lamnidae,,longline,,research,,,,Pacific,,,,pelagic,post-release survival,0.05,60,satellite tag,2017,2019,sporadic,ram,445,total_length,,375,,oophagy,,pelagic,Francis et al (2022),,,,,,,,,,Isurus,oxyrinchus,Shortfin mako,shortfin mako
Carcharhinus falciformis,silky shark,Carcharhinidae,,longline,,research,,,,Pacific,,,,pelagic,post-release survival,0.08,57,satellite tag,2017,2019,sporadic,ram,350,total_length,,250,,placental viviparity,,reef-associated,Francis et al (2022),,,,,,,Carcharhinus,falciformis,Silky shark,Carcharhinus,falciformis,Silky shark,silky shark
Carcharhinus falciformis,silky shark,Carcharhinidae,,purse seine,,research,,,,Indian,W,,,pelagic,at-vessel mortality,0.348,526,visual,2020,2021,sporadic,ram,350,total_length,,250,,placental viviparity,,reef-associated,Grande et al (2022),Satellite tags applied only on 60 sharks out of the 526 fished,,,,,,Carcharhinus,falciformis,Silky shark,Carcharhinus,falciformis,Silky shark,silky shark
Carcharhinus falciformis,silky shark,Carcharhinidae,,purse seine,,research,,,,Indian,W,,"Hawaii, American Samoa",pelagic,post-release mortality,0.23,60,satellite tag,2020,2021,sporadic,ram,350,total_length,,250,,placental viviparity,,reef-associated,Grande et al (2022),Satellite tags applied only on 60 sharks out of the 526 fished,,,,,,Carcharhinus,falciformis,Silky shark,Carcharhinus,falciformis,Silky shark,silky shark
Prionace glauca,blue shark,Carcharhinidae,,longline,,research,,,,Pacific,W,,"Hawaii, American Samoa",pelagic,post-release mortality,0.333,69,satellite tag,2015,2016,sporadic,ram,383.5,total_length,,500,,placental viviparity,,pelagic,Hutchinson et al (2021),,,,,,,Prionace,glauca,Blue shark,Prionace,glauca,Blue shark,blue shark
Alopias superciliosus,bigeye thresher shark,Alopiidae,,longline,,research,,,,Pacific,W,,"Hawaii, American Samoa",pelagic,post-release mortality,0.162,43,satellite tag,2015,2016,sporadic,ram,484,total_length,,361.5,,oophagy,,pelagic,Hutchinson et al (2021),,,,,,,,,,Alopias,superciliosus,Bigeye thresher,bigeye thresher
Isurus oxyrinchus,shortfin mako shark,Lamnidae,,longline,,research,,,,Pacific,W,,"Hawaii, American Samoa",pelagic,post-release mortality,0.05,20,satellite tag,2015,2016,sporadic,ram,445,total_length,,375,,oophagy,,pelagic,Hutchinson et al (2021),,,,,,,,,,Isurus,oxyrinchus,Shortfin mako,shortfin mako
Carcharhinus falciformis,silky shark,Carcharhinidae,,longline,,research,,,,Pacific,W,,"Hawaii, American Samoa",pelagic,post-release mortality,0.03,30,satellite tag,2015,2016,sporadic,ram,350,total_length,,250,,placental viviparity,,reef-associated,Hutchinson et al (2021),,,,,,,Carcharhinus,falciformis,Silky shark,Carcharhinus,falciformis,Silky shark,silky shark
Carcharhinus longimanus,oceanic whitetip shark,Carcharhinidae,,longline,,research,,,,Pacific,W,,"Hawaii, American Samoa",pelagic,post-release mortality,0.129,62,satellite tag,2015,2016,sporadic,ram,350,total_length,,541,,placental viviparity,,pelagic,Hutchinson et al (2021),,,,,,,Carcharhinus,longimanus,Oceanic whitetip shark,Carcharhinus,longimanus,Oceanic whitetip shark,oceanic whitetip shark
Amblyraja radiata,thorny skate,Rajidae,,trawl,,research,,,,Atlantic,W,,Maine,deep-sea,post-release mortality,0.116,60,satellite tag,2016,2017,sporadic,stationary,111,total_length,,773,,oviparous,,demersal,Knotek et al (2020),,,,,,,,,,Amblyraja,radiata,Starry ray,starry ray
Raja undulata,undulate ray,Rajidae,,trawl,,research,,,,Atlantic,E,,Bay of Biscay,coastal,post-release mortality,0.49,123,satellite tag,2017,2017,sporadic,stationary,114,total_length,,102,,oviparous,,demersal,Morfin et al (2019),,,,,,,Raja,undulata,Undulate ray,Raja,undulata,Undulate ray,undulate ray
Carcharhinus falciformis,silky shark,Carcharhinidae,,purse seine,,research,,,,Indian,W,,,pelagic,post-release mortality,0.25,28,satellite tag,2020,2020,sporadic,ram,350,total_length,,250,,placental viviparity,,reef-associated,Onandia et al (2021),,,,,,,Carcharhinus,falciformis,Silky shark,Carcharhinus,falciformis,Silky shark,silky shark
Galeorhinus galeus,school shark,Triakidae,,longline,,research,,,,Southern,,,Great Australian Bight,coastal,at-vessel mortality,0.25,32,visual,2012,2012,sporadic,ram,199,total_length,,400,,yolk-sac viviparity,,benthopelagic,Rogers et al (2017),,,,,,,,,,Galeorhinus,galeus,Tope shark,tope shark
Galeorhinus galeus,school shark,Triakidae,,longline,,research,,,,Southern,,,Great Australian Bight,coastal,post-release survival,0,10,satellite tag,2012,2012,sporadic,ram,199,total_length,,400,,yolk-sac viviparity,,benthopelagic,Rogers et al (2017),,,,,,,,,,Galeorhinus,galeus,Tope shark,tope shark
Raja clavata,thornback skate,Rajidae,,trawl,,research,,,,Mediterranean,E,,Antalya Bay,coastal,post-release mortality,0.808,120,captivity after fishing,2010,2011,sporadic,stationary,130,total_length,,513.5,,oviparous,,demersal,Saygu and Deval (2014),,,,,,,,,,Raja,clavata,Thornback ray,thornback ray
Raja miraletus,brown ray,Rajidae,,trawl,,research,,,,Mediterranean,E,,Antalya Bay,coastal,post-release mortality,0.206,68,captivity after fishing,2010,2011,sporadic,stationary,71.7,total_length,,283,,oviparous,,demersal,Saygu and Deval (2014),,,,,,,Raja,miraletus,Brown ray,Raja,miraletus,Brown ray,brown ray
Alopias superciliosus,bigeye thresher shark,Alopiidae,,longline,circle hooks,research,,,,Pacific,E,,"California, Mexico",pelagic,post-release mortality,0.071,14,satellite tag,2016,2018,sporadic,ram,484,total_length,,361.5,,oophagy,,pelagic,Sepulveda et al (2019),,,,,,,,,,Alopias,superciliosus,Bigeye thresher,bigeye thresher
Leucoraja ocellata,winter skate,Rajidae,,gillnet,,research,atlantic monkfish,,,Atlantic,W,,Rhode Island,coastal,post-release mortality,0.143,448,captivity after fishing,2014,2015,sporadic,stationary,113,total_length,,363.5,,oviparous,,demersal,Sulikowski et al (2018),,,,,,,Leucoraja,ocellata,Winter skate,Leucoraja,ocellata,Winter skate,winter skate
Carcharhinus limbatus,blacktip shark,Carcharhinidae,,longline,,research,,,,Atlantic,W,,Florida,coastal,at-vessel mortality,0.452,221,visual,2013,2017,sporadic,ram,286,total_length,,70,,placental viviparity,,reef-associated,Whitney et al (2019),,,,,,,Carcharhinus,limbatus,Blacktip shark,Carcharhinus,limbatus,Blacktip shark,blacktip shark
Carcharhinus plumbeus,sandbar shark,Carcharhinidae,,longline,,research,,,,Atlantic,W,,Florida,coastal,at-vessel mortality,0.007,153,visual,2013,2017,sporadic,ram,243,total_length,,140,,placental viviparity,,benthopelagic,Whitney et al (2019),,,,,,,Carcharhinus,plumbeus,Sandbar shark,Carcharhinus,plumbeus,Sandbar shark,sandbar shark
Carcharhinus brevipinna,spinner shark,Carcharhinidae,,longline,,research,,,,Atlantic,W,,Florida,coastal,at-vessel mortality,0.63,54,visual,2013,2017,sporadic,ram,304,total_length,,100,,placental viviparity,,reef-associated,Whitney et al (2019),,,,,,,Carcharhinus,brevipinna,Spinner shark,Carcharhinus,brevipinna,Spinner shark,spinner shark
Galeocerdo cuvier,tiger shark,Carcharhinidae,,longline,,research,,,,Atlantic,W,,Florida,coastal,at-vessel mortality,0,95,visual,2013,2017,sporadic,ram,740,total_length,,556,,placental viviparity,,benthopelagic,Whitney et al (2019),,,,,,,Galeocerdo,cuvier,Tiger shark,Galeocerdo,cuvier,Tiger shark,tiger shark
Carcharhinus leucas,bull shark,Carcharhinidae,,longline,,research,,,,Atlantic,W,,Florida,coastal,at-vessel mortality,0,19,visual,2013,2017,sporadic,ram,366,total_length,,82.5,,placental viviparity,,reef-associated,Whitney et al (2019),,,,,,,Carcharhinus,leucas,Bull shark,Carcharhinus,leucas,Bull shark,bull shark
Carcharhinus limbatus,blacktip shark,Carcharhinidae,,longline,,research,,,,Atlantic,W,,Florida,coastal,post-release mortality,0.442,95,prm model,2013,2017,sporadic,ram,286,total_length,,70,,placental viviparity,,reef-associated,Whitney et al (2019),,,,,,,Carcharhinus,limbatus,Blacktip shark,Carcharhinus,limbatus,Blacktip shark,blacktip shark
Carcharhinus plumbeus,sandbar shark,Carcharhinidae,,longline,,research,,,,Atlantic,W,,Florida,coastal,post-release mortality,0.034,119,prm model,2013,2017,sporadic,ram,243,total_length,,140,,placental viviparity,,benthopelagic,Whitney et al (2019),,,,,,,Carcharhinus,plumbeus,Sandbar shark,Carcharhinus,plumbeus,Sandbar shark,sandbar shark
Carcharhinus brevipinna,spinner shark,Carcharhinidae,,longline,,research,,,,Atlantic,W,,Florida,coastal,post-release mortality,0.714,14,prm model,2013,2017,sporadic,ram,304,total_length,,100,,placental viviparity,,reef-associated,Whitney et al (2019),,,,,,,Carcharhinus,brevipinna,Spinner shark,Carcharhinus,brevipinna,Spinner shark,spinner shark
Galeocerdo cuvier,tiger shark,Carcharhinidae,,longline,,research,,,,Atlantic,W,,Florida,coastal,post-release mortality,0.02,51,prm model,2013,2017,sporadic,ram,740,total_length,,556,,placental viviparity,,benthopelagic,Whitney et al (2019),,,,,,,Galeocerdo,cuvier,Tiger shark,Galeocerdo,cuvier,Tiger shark,tiger shark
Carcharhinus leucas,bull shark,Carcharhinidae,,longline,,research,,,,Atlantic,W,,Florida,coastal,post-release mortality,0.083,12,prm model,2013,2017,sporadic,ram,366,total_length,,82.5,,placental viviparity,,reef-associated,Whitney et al (2019),,,,,,,Carcharhinus,leucas,Bull shark,Carcharhinus,leucas,Bull shark,bull shark
Raja clavata,thornback skate,Rajidae,,trawl,,research,,,,Atlantic,E,,English channel,coastal,at-vessel mortality,0.056,1723,visual,2018,2020,sporadic,stationary,130,total_length,,513.5,,oviparous,,demersal,Bogaert (2021),,,,,,,,,,Raja,clavata,Thornback ray,thornback ray
Raja brachyura,blonde ray,Rajidae,,trawl,,research,,,,Atlantic,E,,English channel,coastal,at-vessel mortality,0.027,478,visual,2018,2020,sporadic,stationary,120,total_length,,455,,oviparous,,demersal,Bogaert (2021),,,,,,,Raja,brachyura,Blonde ray,Raja,brachyura,Blonde ray,blonde ray
Raja montagui,spotted ray,Rajidae,,trawl,,research,,,,Atlantic,E,,English channel,coastal,at-vessel mortality,0.031,119,visual,2018,2020,sporadic,stationary,80,total_length,,329,,oviparous,,demersal,Bogaert (2021),,,,,,,Raja,montagui,Spotted ray,Raja,montagui,Spotted ray,spotted ray
Raja undulata,undulate ray,Rajidae,,trawl,,research,,,,Atlantic,E,,English channel,coastal,at-vessel mortality,0.101,242,visual,2018,2020,sporadic,stationary,114,total_length,,102,,oviparous,,demersal,Bogaert (2021),,,,,,,Raja,undulata,Undulate ray,Raja,undulata,Undulate ray,undulate ray
Raja clavata,thornback skate,Rajidae,,gillnet,,research,,,,Atlantic,E,,English channel,coastal,at-vessel mortality,0.02,410,visual,2018,2020,sporadic,stationary,130,total_length,,513.5,,oviparous,,demersal,Bogaert (2021),,,,,,,,,,Raja,clavata,Thornback ray,thornback ray
Raja brachyura,blonde ray,Rajidae,,gillnet,,research,,,,Atlantic,E,,English channel,coastal,at-vessel mortality,0,23,visual,2018,2020,sporadic,stationary,120,total_length,,455,,oviparous,,demersal,Bogaert (2021),,,,,,,Raja,brachyura,Blonde ray,Raja,brachyura,Blonde ray,blonde ray
Raja montagui,spotted ray,Rajidae,,gillnet,,research,,,,Atlantic,E,,English channel,coastal,at-vessel mortality,0,4,visual,2018,2020,sporadic,stationary,80,total_length,,329,,oviparous,,demersal,Bogaert (2021),,,,,,,Raja,montagui,Spotted ray,Raja,montagui,Spotted ray,spotted ray
Raja undulata,undulate ray,Rajidae,,gillnet,,research,,,,Atlantic,E,,English channel,coastal,at-vessel mortality,0,7,visual,2018,2020,sporadic,stationary,114,total_length,,102,,oviparous,,demersal,Bogaert (2021),,,,,,,Raja,undulata,Undulate ray,Raja,undulata,Undulate ray,undulate ray
Raja clavata,thornback skate,Rajidae,,trawl,,research,,,,Atlantic,E,,English channel,coastal,post-release mortality,0.283,92,captivity after fishing,2018,2020,sporadic,stationary,130,total_length,,513.5,,oviparous,,demersal,Bogaert (2021),,,,,,,,,,Raja,clavata,Thornback ray,thornback ray
Raja brachyura,blonde ray,Rajidae,,trawl,,research,,,,Atlantic,E,,English channel,coastal,post-release mortality,0.193,57,captivity after fishing,2018,2020,sporadic,stationary,120,total_length,,455,,oviparous,,demersal,Bogaert (2021),,,,,,,Raja,brachyura,Blonde ray,Raja,brachyura,Blonde ray,blonde ray
Raja montagui,spotted ray,Rajidae,,trawl,,research,,,,Atlantic,E,,English channel,coastal,post-release mortality,0.726,27,captivity after fishing,2018,2020,sporadic,stationary,80,total_length,,329,,oviparous,,demersal,Bogaert (2021),,,,,,,Raja,montagui,Spotted ray,Raja,montagui,Spotted ray,spotted ray
Raja undulata,undulate ray,Rajidae,,trawl,,research,,,,Atlantic,E,,English channel,coastal,post-release mortality,0.438,32,captivity after fishing,2018,2020,sporadic,stationary,114,total_length,,102,,oviparous,,demersal,Bogaert (2021),,,,,,,Raja,undulata,Undulate ray,Raja,undulata,Undulate ray,undulate ray
Raja clavata,thornback skate,Rajidae,,gillnet,,research,,,,Atlantic,E,,English channel,coastal,post-release mortality,0.067,42,captivity after fishing,2018,2020,sporadic,stationary,130,total_length,,513.5,,oviparous,,demersal,Bogaert (2021),,,,,,,,,,Raja,clavata,Thornback ray,thornback ray
Raja brachyura,blonde ray,Rajidae,,gillnet,,research,,,,Atlantic,E,,English channel,coastal,post-release mortality,0,1,captivity after fishing,2018,2020,sporadic,stationary,120,total_length,,455,,oviparous,,demersal,Bogaert (2021),,,,,,,Raja,brachyura,Blonde ray,Raja,brachyura,Blonde ray,blonde ray
Raja undulata,undulate ray,Rajidae,,gillnet,,research,,,,Atlantic,E,,English channel,coastal,post-release mortality,0.012,5,captivity after fishing,2018,2020,sporadic,stationary,114,total_length,,102,,oviparous,,demersal,Bogaert (2021),,,,,,,Raja,undulata,Undulate ray,Raja,undulata,Undulate ray,undulate ray
Squalus acanthias,spiny dogfish,Squalidae,,trawl,,research,,,,Atlantic,W,,North Carolina,coastal,at-vessel mortality,0,635,visual,2004,2005,sporadic,ram,200,total_length,,989,,yolk-sac viviparity,,benthopelagic,Rulifson (2007),,,,,,,,,,Squalus,acanthias,Picked dogfish,picked dogfish
Squalus acanthias,spiny dogfish,Squalidae,,gillnet,,research,,,,Atlantic,W,,North Carolina,coastal,at-vessel mortality,0.175,1884,visual,2004,2005,sporadic,ram,200,total_length,,989,,yolk-sac viviparity,,benthopelagic,Rulifson (2007),,,,,,,,,,Squalus,acanthias,Picked dogfish,picked dogfish
Squalus acanthias,spiny dogfish,Squalidae,,gillnet,,research,,,,Atlantic,W,,North Carolina,coastal,post-release mortality,0.502,480,captivity after fishing,2004,2005,sporadic,ram,200,total_length,,989,,yolk-sac viviparity,,benthopelagic,Rulifson (2007),,,,,,,,,,Squalus,acanthias,Picked dogfish,picked dogfish
Squalus acanthias,spiny dogfish,Squalidae,,trawl,,research,,,,Atlantic,W,,North Carolina,coastal,post-release mortality,0,480,captivity after fishing,2004,2005,sporadic,ram,200,total_length,,989,,yolk-sac viviparity,,benthopelagic,Rulifson (2007),,,,,,,,,,Squalus,acanthias,Picked dogfish,picked dogfish
Alopias vulpinus,common thresher shark,Alopiidae,,pole and line,,research,,,,Pacific,E,,California,pelagic,post-release survival,0.74,19,satellite tag,2007,2009,sporadic,ram,573.3,total_length,,325,,oophagy,,pelagic,Heberer et al (2010),Evaluated survival of common thresher sharks caught in similar conditions to the ones caught in the recreational fisheries in California and hooked by the caudal fin,,,,,,,,,Alopias,vulpinus,Thresher,thresher
Alopias vulpinus,common thresher shark,Alopiidae,,pole and line,,research,,,,Pacific,E,,California,pelagic,at-vessel mortality,0.1,20,visual,2007,2009,sporadic,ram,573.3,total_length,,325,,oophagy,,pelagic,Heberer et al (2010),Evaluated survival of common thresher sharks caught in similar conditions to the ones caught in the recreational fisheries in California and hooked by the caudal fin. The individuals found dead were already dead when hauled to the side of the boat,,,,,,,,,Alopias,vulpinus,Thresher,thresher
Carcharhinus limbatus,blacktip shark,Carcharhinidae,neonate,pole and line,,research,,,,Atlantic,W,,Florida,coastal,post-release survival,0.429,92,satellite tag,1999,2001,sporadic,ram,286,total_length,,70,,placental viviparity,,reef-associated,Heupel and Simpfendorfer (2002),,,,,,,Carcharhinus,limbatus,Blacktip shark,Carcharhinus,limbatus,Blacktip shark,blacktip shark
Squalus acanthias,spiny dogfish,Squalidae,,trawl,,research,,,,Atlantic,W,,Massachussets,coastal,post-release mortality,0.29,185,captivity after fishing,2004,2004,sporadic,ram,200,total_length,,989,,yolk-sac viviparity,,benthopelagic,Mandelman and Farrington 2007,,,,,,,,,,Squalus,acanthias,Picked dogfish,picked dogfish
Squalus acanthias,spiny dogfish,Squalidae,,pole and line,,research,,,,Atlantic,W,,Massachussets,coastal,post-release mortality,0.24,55,captivity after fishing,2004,2004,sporadic,ram,200,total_length,,989,,yolk-sac viviparity,,benthopelagic,Mandelman and Farrington 2007,,,,,,,,,,Squalus,acanthias,Picked dogfish,picked dogfish
Carcharhinus limbatus,blacktip shark,Carcharhinidae,,pole and line,,research,,,,Atlantic,W,,Florida,coastal,post-release mortality,0.097,31,acceleration data loggers,2011,2013,sporadic,ram,286,total_length,,70,,placental viviparity,,reef-associated,Whitney et al (2019),,,,,,,Carcharhinus,limbatus,Blacktip shark,Carcharhinus,limbatus,Blacktip shark,blacktip shark
Rhizoprionodon terraenovae,atlantic sharpnose shark,Carcharhinidae,,gillnet,,research,,,,Atlantic,W,,Florida,coastal,at-vessel mortality,0.342,38,visual,1993,1993,sporadic,ram,178,total_length,,100.5,,placental viviparity,,demersal,Hueter and Manire (1994),,,,,,,Rhizoprionodon,terraenovae,Atlantic sharpnose shark,Rhizoprionodon,terraenovae,Atlantic sharpnose shark,atlantic sharpnose shark
Carcharhinus acronotus,blacknose shark,Carcharhinidae,,gillnet,,research,,,,Atlantic,W,,Florida,coastal,at-vessel mortality,0.34,47,visual,1993,1993,sporadic,ram,164,total_length,,51.5,,placental viviparity,,reef-associated,Hueter and Manire (1994),,,,,,,Carcharhinus,acronotus,Blacknose shark,Carcharhinus,acronotus,Blacknose shark,blacknose shark
Carcharhinus limbatus,blacktip shark,Carcharhinidae,,gillnet,,research,,,,Atlantic,W,,Florida,coastal,at-vessel mortality,0.377,323,visual,1993,1993,sporadic,ram,286,total_length,,70,,placental viviparity,,reef-associated,Hueter and Manire (1994),,,,,,,Carcharhinus,limbatus,Blacktip shark,Carcharhinus,limbatus,Blacktip shark,blacktip shark
Sphyrna tiburo,bonnethead shark,Carcharhinidae,,gillnet,,research,,,,Atlantic,W,,Florida,coastal,at-vessel mortality,0.314,1115,visual,1993,1993,sporadic,ram,150,total_length,,45,,placental viviparity,,reef-associated,Hueter and Manire (1994),,,,,,,,,,Sphyrna,tiburo,Bonnethead,bonnethead
Carcharhinus leucas,bull shark,Carcharhinidae,,gillnet,,research,,,,Atlantic,W,,Florida,coastal,at-vessel mortality,0.018,56,visual,1993,1993,sporadic,ram,366,total_length,,82.5,,placental viviparity,,reef-associated,Hueter and Manire (1994),,,,,,,Carcharhinus,leucas,Bull shark,Carcharhinus,leucas,Bull shark,bull shark
Mustelus norrisi,florida smoothhound shark,Triakidae,,gillnet,,research,,,,Atlantic,W,,Florida,coastal,at-vessel mortality,0,9,visual,1993,1993,sporadic,ram,102,total_length,,130,,yolk-sac viviparity,,demersal,Hueter and Manire (1994),,LF,,,,,,,,Mustelus,norrisi,Narrowfin smooth-hound,narrowfin smooth-hound
Sphyrna mokarran,great hammerhead shark,Sphyrnidae,,gillnet,,research,,,,Atlantic,W,,Florida,coastal,at-vessel mortality,0.286,14,visual,1993,1993,sporadic,ram,610,total_length,,150,,placental viviparity,,pelagic,Hueter and Manire (1994),,,,,,,,,,Sphyrna,mokarran,Great hammerhead,great hammerhead
Negaprion brevirostris,lemon shark,Carcharhinidae,,gillnet,,research,,,,Atlantic,W,,Florida,coastal,at-vessel mortality,0,10,visual,1993,1993,sporadic,ram,368,total_length,,60,,placental viviparity,,reef-associated,Hueter and Manire (1994),,,,,,,Negaprion,brevirostris,Lemon shark,Negaprion,brevirostris,Lemon shark,lemon shark
Ginglymostoma cirratum,nurse shark,Ginglymostomatidae,,gillnet,,research,,,,Atlantic,W,,Florida,coastal,at-vessel mortality,0,6,visual,1993,1993,sporadic,ram,308,total_length,,65,,yolk-sac viviparity,,reef-associated,Hueter and Manire (1994),,,,,,,Ginglymostoma,cirratum,Nurse shark,Ginglymostoma,cirratum,Nurse shark,nurse shark
